certificate_id,student_id,certificate_type,course_id,track_id,date_issued
75284,266788,1,46,\N,2022-04-17
75285,260042,1,24,\N,2022-04-17
75288,265519,1,21,\N,2022-04-17
75291,261212,1,37,\N,2022-04-18
75294,267916,1,23,\N,2022-04-18
75295,270022,1,39,\N,2022-04-18
75296,271035,1,7,\N,2022-04-18
75299,261801,1,21,\N,2022-04-18
75300,270179,1,7,\N,2022-04-18
75301,260042,1,22,\N,2022-04-18
75303,262406,1,11,\N,2022-04-18
75319,262585,1,16,\N,2022-04-18
75327,268390,1,13,\N,2022-04-18
75328,269519,1,7,\N,2022-04-18
75329,260998,1,34,\N,2022-04-18
75333,268390,1,46,\N,2022-04-18
75334,270824,1,7,\N,2022-04-18
75336,267010,1,42,\N,2022-04-18
75337,264146,1,22,\N,2022-04-18
75339,265250,1,22,\N,2022-04-19
75344,265967,1,21,\N,2022-04-19
75354,266766,1,21,\N,2022-04-19
75355,267916,1,16,\N,2022-04-19
75357,268796,1,14,\N,2022-04-19
75359,268796,1,35,\N,2022-04-19
75361,260998,1,26,\N,2022-04-19
75362,270911,1,20,\N,2022-04-19
75365,260910,1,7,\N,2022-04-19
75366,261905,1,14,\N,2022-04-19
75368,268390,1,39,\N,2022-04-19
75372,267916,1,22,\N,2022-04-20
75373,270179,1,23,\N,2022-04-20
75374,268863,1,30,\N,2022-04-20
75377,269066,1,23,\N,2022-04-20
75379,268978,1,23,\N,2022-04-20
75381,268796,1,23,\N,2022-04-20
75382,259011,1,35,\N,2022-04-20
75383,268390,1,42,\N,2022-04-20
75384,267916,1,35,\N,2022-04-20
75385,268796,1,3,\N,2022-04-20
75386,268796,1,5,\N,2022-04-20
75387,271348,1,7,\N,2022-04-20
75390,270599,1,7,\N,2022-04-20
75391,264146,1,2,\N,2022-04-20
75392,259011,1,14,\N,2022-04-20
75393,259011,1,14,\N,2022-04-20
75394,259504,1,14,\N,2022-04-21
75395,259504,1,14,\N,2022-04-21
75396,266758,1,52,\N,2022-04-21
75397,259429,1,13,\N,2022-04-21
75403,260608,1,23,\N,2022-04-21
75406,269934,1,13,\N,2022-04-21
75410,266477,1,7,\N,2022-04-21
75411,266477,1,7,\N,2022-04-21
75415,268796,1,11,\N,2022-04-21
75416,267916,1,14,\N,2022-04-21
75417,267843,1,7,\N,2022-04-21
75418,267843,1,7,\N,2022-04-21
75419,270240,1,48,\N,2022-04-21
75420,268796,2,\N,2,2022-04-21
75421,268129,1,46,\N,2022-04-21
75422,268129,1,46,\N,2022-04-21
75426,268390,1,35,\N,2022-04-21
75428,259504,1,30,\N,2022-04-22
75429,265005,1,23,\N,2022-04-22
75430,271338,1,21,\N,2022-04-22
75434,269570,1,21,\N,2022-04-22
75437,271035,1,23,\N,2022-04-22
75440,269492,1,23,\N,2022-04-22
75442,263293,1,35,\N,2022-04-22
75445,265966,1,37,\N,2022-04-22
75446,259860,1,35,\N,2022-04-22
75449,260998,1,42,\N,2022-04-23
75450,260998,1,42,\N,2022-04-23
75451,260998,1,46,\N,2022-04-23
75455,261801,1,22,\N,2022-04-23
75467,271015,1,7,\N,2022-04-23
75468,266001,1,13,\N,2022-04-23
75469,260998,1,44,\N,2022-04-23
75475,267898,1,46,\N,2022-04-24
75477,270393,1,7,\N,2022-04-24
75481,271348,1,35,\N,2022-04-24
75485,271543,1,7,\N,2022-04-25
75486,265878,1,39,\N,2022-04-25
75488,268989,1,24,\N,2022-04-25
75492,261171,1,37,\N,2022-04-25
75497,270957,1,24,\N,2022-04-26
75498,270957,1,11,\N,2022-04-26
75500,263368,1,2,\N,2022-04-26
75503,268978,1,21,\N,2022-04-26
75517,261171,1,24,\N,2022-04-27
75518,260754,1,37,\N,2022-04-27
75520,261801,1,5,\N,2022-04-27
75521,266811,1,7,\N,2022-04-27
75522,261801,1,11,\N,2022-04-27
75530,261801,1,45,\N,2022-04-27
75532,267064,1,24,\N,2022-04-28
75533,272001,1,7,\N,2022-04-28
75538,272255,1,30,\N,2022-04-28
75541,271991,1,7,\N,2022-04-28
75542,272199,1,7,\N,2022-04-28
75548,269744,1,46,\N,2022-04-29
75553,269872,1,7,\N,2022-04-29
75554,260998,1,49,\N,2022-04-29
75555,265519,1,24,\N,2022-04-29
75556,260572,1,32,\N,2022-04-29
75557,261801,1,23,\N,2022-04-29
75559,268390,1,3,\N,2022-04-29
75560,268390,2,\N,3,2022-04-30
75561,266001,1,23,\N,2022-04-30
75571,260345,1,3,\N,2022-04-30
75572,260998,1,52,\N,2022-04-30
75576,260042,1,20,\N,2022-05-01
75580,272001,1,42,\N,2022-05-01
75585,270075,1,46,\N,2022-05-02
75587,272543,1,7,\N,2022-05-02
75591,260042,1,2,\N,2022-05-02
75593,261801,1,35,\N,2022-05-02
75594,265003,1,23,\N,2022-05-02
75595,260042,1,30,\N,2022-05-02
75599,268556,1,21,\N,2022-05-02
75603,268990,1,5,\N,2022-05-02
75604,266788,1,42,\N,2022-05-02
75611,269898,1,20,\N,2022-05-03
75614,268556,1,7,\N,2022-05-03
75615,265967,1,14,\N,2022-05-03
75616,261212,1,32,\N,2022-05-03
75617,261682,1,11,\N,2022-05-03
75624,261590,1,22,\N,2022-05-03
75625,263076,1,21,\N,2022-05-03
75626,272437,1,7,\N,2022-05-03
75627,272510,1,7,\N,2022-05-03
75628,270671,1,7,\N,2022-05-03
75633,267898,1,42,\N,2022-05-03
75639,264049,1,21,\N,2022-05-03
75643,264476,1,21,\N,2022-05-04
75645,270738,1,21,\N,2022-05-04
75649,263076,1,35,\N,2022-05-04
75650,259767,1,14,\N,2022-05-04
75656,272157,1,35,\N,2022-05-04
75663,270599,1,21,\N,2022-05-05
75670,264146,1,21,\N,2022-05-05
75676,262585,1,14,\N,2022-05-05
75679,268800,1,7,\N,2022-05-05
75686,269314,1,2,\N,2022-05-06
75690,261682,1,30,\N,2022-05-06
75691,272463,1,35,\N,2022-05-06
75697,264404,1,15,\N,2022-05-06
75701,269314,1,42,\N,2022-05-06
75703,270075,1,23,\N,2022-05-07
75705,269314,1,46,\N,2022-05-07
75707,261801,1,2,\N,2022-05-07
75709,268764,1,16,\N,2022-05-07
75710,261212,1,42,\N,2022-05-07
75711,269518,1,7,\N,2022-05-07
75712,272965,1,7,\N,2022-05-07
75713,265967,1,35,\N,2022-05-08
75715,270075,1,13,\N,2022-05-08
75716,270075,1,7,\N,2022-05-08
75724,271154,1,23,\N,2022-05-08
75726,260980,1,23,\N,2022-05-08
75727,271543,1,21,\N,2022-05-08
75729,271800,1,23,\N,2022-05-08
75732,265789,1,4,\N,2022-05-09
75733,272035,1,7,\N,2022-05-09
75735,263706,1,7,\N,2022-05-09
75737,267936,1,42,\N,2022-05-09
75741,260173,1,3,\N,2022-05-09
75745,271872,1,23,\N,2022-05-09
75749,260345,1,12,\N,2022-05-09
75750,270599,1,24,\N,2022-05-09
75752,260998,1,41,\N,2022-05-09
75753,265686,1,23,\N,2022-05-09
75754,269054,1,23,\N,2022-05-10
75756,266001,1,20,\N,2022-05-10
75758,260616,1,7,\N,2022-05-10
75761,268764,1,22,\N,2022-05-10
75769,270599,1,16,\N,2022-05-10
75779,270599,1,22,\N,2022-05-10
75785,273371,1,7,\N,2022-05-10
75802,260980,1,39,\N,2022-05-10
75803,261019,1,42,\N,2022-05-10
75809,271991,1,21,\N,2022-05-11
75810,271300,1,41,\N,2022-05-11
75811,272838,1,7,\N,2022-05-11
75812,266529,1,20,\N,2022-05-11
75816,260616,1,42,\N,2022-05-11
75817,263690,1,11,\N,2022-05-11
75820,273371,1,35,\N,2022-05-12
75823,267765,1,7,\N,2022-05-12
75824,273654,1,7,\N,2022-05-12
75825,263293,1,3,\N,2022-05-12
75826,272437,1,23,\N,2022-05-12
75828,260980,1,13,\N,2022-05-12
75830,270460,1,7,\N,2022-05-13
75831,272717,1,42,\N,2022-05-13
75834,261682,1,34,\N,2022-05-13
75835,268800,1,23,\N,2022-05-13
75837,270599,1,14,\N,2022-05-13
75838,264295,1,35,\N,2022-05-13
75840,272918,1,7,\N,2022-05-13
75841,264146,1,28,\N,2022-05-14
75849,260616,1,46,\N,2022-05-14
75858,269518,1,42,\N,2022-05-15
75861,260998,1,25,\N,2022-05-15
75862,273249,1,7,\N,2022-05-15
75864,260910,1,46,\N,2022-05-16
75869,273423,1,12,\N,2022-05-16
75870,270075,1,39,\N,2022-05-16
75876,261813,1,7,\N,2022-05-16
75878,272965,1,46,\N,2022-05-17
75880,272842,1,7,\N,2022-05-17
75913,271348,1,2,\N,2022-05-18
75914,263076,1,5,\N,2022-05-18
75915,263076,1,5,\N,2022-05-18
75916,266788,1,23,\N,2022-05-18
75917,260042,1,35,\N,2022-05-18
75921,260345,1,36,\N,2022-05-18
75923,268357,1,14,\N,2022-05-18
75924,270599,1,37,\N,2022-05-18
75927,273423,1,7,\N,2022-05-18
75930,270619,1,39,\N,2022-05-18
75931,260345,2,\N,3,2022-05-18
75933,264146,1,25,\N,2022-05-18
75935,271519,1,23,\N,2022-05-19
75936,272504,1,42,\N,2022-05-19
75937,260168,1,14,\N,2022-05-19
75939,270619,1,13,\N,2022-05-19
75940,273060,1,7,\N,2022-05-19
75945,266766,1,35,\N,2022-05-20
75946,261777,1,14,\N,2022-05-20
75948,272596,1,13,\N,2022-05-20
75949,266788,1,13,\N,2022-05-20
75953,264146,1,45,\N,2022-05-20
75954,263494,1,28,\N,2022-05-20
75958,269519,1,23,\N,2022-05-20
75960,259767,1,2,\N,2022-05-21
75961,274209,1,7,\N,2022-05-21
75964,269518,1,46,\N,2022-05-21
75967,270599,1,32,\N,2022-05-21
75973,263076,1,11,\N,2022-05-22
75974,268800,1,21,\N,2022-05-22
75982,272965,1,42,\N,2022-05-22
75985,271519,1,21,\N,2022-05-22
75986,268408,1,7,\N,2022-05-23
75993,264916,1,30,\N,2022-05-23
75995,259483,1,20,\N,2022-05-23
75996,270367,1,7,\N,2022-05-23
75998,264425,1,23,\N,2022-05-23
76000,274269,1,7,\N,2022-05-23
76003,261905,1,37,\N,2022-05-23
76004,274269,1,35,\N,2022-05-23
76005,269541,1,46,\N,2022-05-24
76007,269541,1,7,\N,2022-05-24
76009,274382,1,20,\N,2022-05-24
76010,274382,1,7,\N,2022-05-24
76011,260649,1,32,\N,2022-05-24
76014,274838,1,7,\N,2022-05-24
76015,274564,1,7,\N,2022-05-24
76016,263690,1,14,\N,2022-05-24
76025,274039,1,7,\N,2022-05-25
76026,268357,1,35,\N,2022-05-25
76027,273423,1,42,\N,2022-05-25
76029,274908,1,7,\N,2022-05-25
76030,262412,1,22,\N,2022-05-25
76033,274798,1,35,\N,2022-05-25
76035,270599,1,4,\N,2022-05-25
76037,269518,1,23,\N,2022-05-25
76039,260173,1,5,\N,2022-05-25
76043,261189,1,33,\N,2022-05-25
76044,261189,1,33,\N,2022-05-25
76045,267916,1,37,\N,2022-05-25
76046,267916,1,37,\N,2022-05-25
76047,270833,1,7,\N,2022-05-25
76050,264916,1,37,\N,2022-05-25
76051,269541,1,42,\N,2022-05-26
76055,261647,1,30,\N,2022-05-26
76056,273803,1,42,\N,2022-05-26
76062,272882,1,42,\N,2022-05-26
76063,269518,1,13,\N,2022-05-26
76064,270671,1,21,\N,2022-05-26
76065,274630,1,7,\N,2022-05-26
76066,274904,1,7,\N,2022-05-26
76067,269872,1,23,\N,2022-05-26
76068,274904,1,25,\N,2022-05-26
76072,272965,1,23,\N,2022-05-27
76074,275020,1,7,\N,2022-05-27
76078,272909,1,42,\N,2022-05-27
76081,275129,1,7,\N,2022-05-27
76083,261756,1,23,\N,2022-05-27
76085,271140,1,42,\N,2022-05-28
76086,262412,1,37,\N,2022-05-28
76087,267898,1,24,\N,2022-05-28
76088,269518,1,39,\N,2022-05-28
76089,265928,1,2,\N,2022-05-28
76094,275020,1,46,\N,2022-05-28
76096,272909,1,24,\N,2022-05-28
76098,275021,1,2,\N,2022-05-28
76099,266693,1,23,\N,2022-05-28
76101,275021,1,39,\N,2022-05-28
76102,272909,1,21,\N,2022-05-28
76103,265878,1,21,\N,2022-05-28
76104,273423,1,46,\N,2022-05-29
76105,264425,1,35,\N,2022-05-29
76109,272255,1,43,\N,2022-05-29
76110,275273,1,7,\N,2022-05-29
76112,270599,1,41,\N,2022-05-29
76116,272965,1,13,\N,2022-05-30
76124,275277,1,7,\N,2022-05-30
76125,261777,1,4,\N,2022-05-30
76126,267916,1,46,\N,2022-05-30
76128,267064,1,5,\N,2022-05-30
76129,271519,1,7,\N,2022-05-30
76130,268978,1,28,\N,2022-05-30
76131,270599,2,\N,1,2022-05-30
76139,261801,1,3,\N,2022-05-31
76140,274050,1,20,\N,2022-05-31
76141,261801,2,\N,2,2022-05-31
76142,275020,1,42,\N,2022-05-31
76148,267898,1,13,\N,2022-05-31
76149,269872,1,20,\N,2022-05-31
76150,259959,1,21,\N,2022-05-31
76156,274861,1,7,\N,2022-06-01
76164,272909,1,22,\N,2022-06-01
76168,260616,1,23,\N,2022-06-01
76170,272717,1,35,\N,2022-06-02
76171,275442,1,7,\N,2022-06-02
76173,275129,1,23,\N,2022-06-02
76176,273423,1,14,\N,2022-06-02
76178,275449,1,23,\N,2022-06-02
76179,274996,1,7,\N,2022-06-02
76180,274929,1,7,\N,2022-06-02
76183,260465,1,14,\N,2022-06-02
76185,275449,1,7,\N,2022-06-02
76186,274576,1,7,\N,2022-06-02
76189,275470,1,7,\N,2022-06-02
76191,275788,1,7,\N,2022-06-02
76192,274273,1,7,\N,2022-06-02
76193,268926,1,7,\N,2022-06-02
76195,268926,1,42,\N,2022-06-02
76196,269872,1,22,\N,2022-06-02
76197,268926,1,46,\N,2022-06-03
76198,272965,1,39,\N,2022-06-03
76199,265928,1,24,\N,2022-06-03
76200,274929,1,21,\N,2022-06-03
76201,272261,1,4,\N,2022-06-03
76202,274050,1,7,\N,2022-06-03
76204,273423,1,21,\N,2022-06-03
76205,272596,1,23,\N,2022-06-03
76207,261777,1,5,\N,2022-06-03
76208,268926,1,23,\N,2022-06-03
76211,276395,1,13,\N,2022-06-03
76212,267885,1,14,\N,2022-06-03
76214,265176,1,23,\N,2022-06-04
76215,272909,1,14,\N,2022-06-04
76216,268011,1,35,\N,2022-06-04
76217,275020,1,23,\N,2022-06-04
76218,268764,1,14,\N,2022-06-04
76219,273423,1,24,\N,2022-06-04
76220,268926,1,13,\N,2022-06-04
76222,268926,1,39,\N,2022-06-04
76223,275132,1,7,\N,2022-06-04
76224,267916,1,42,\N,2022-06-04
76226,274836,1,7,\N,2022-06-04
76227,276455,1,22,\N,2022-06-04
76229,265588,1,2,\N,2022-06-04
76231,275282,1,16,\N,2022-06-05
76232,265588,1,20,\N,2022-06-05
76234,275020,1,13,\N,2022-06-05
76236,265588,1,22,\N,2022-06-05
76238,265928,1,32,\N,2022-06-05
76240,273423,1,22,\N,2022-06-05
76242,265928,2,\N,1,2022-06-05
76243,275132,1,30,\N,2022-06-05
76245,269314,1,23,\N,2022-06-05
76246,274906,1,7,\N,2022-06-05
76247,275590,1,7,\N,2022-06-05
76249,271154,1,14,\N,2022-06-05
76250,265130,1,23,\N,2022-06-05
76254,275788,1,23,\N,2022-06-06
76263,275275,1,23,\N,2022-06-06
76268,276232,1,7,\N,2022-06-06
76270,272696,1,7,\N,2022-06-06
76271,276135,1,7,\N,2022-06-06
76272,271154,1,13,\N,2022-06-06
76273,274572,1,5,\N,2022-06-06
76274,266332,1,21,\N,2022-06-06
76275,261756,1,13,\N,2022-06-06
76276,270633,1,42,\N,2022-06-06
76277,269670,1,7,\N,2022-06-06
76278,259860,1,2,\N,2022-06-06
76281,274039,1,42,\N,2022-06-06
76283,272717,1,23,\N,2022-06-07
76284,272909,1,23,\N,2022-06-07
76285,264623,1,30,\N,2022-06-07
76289,276490,1,7,\N,2022-06-07
76290,273423,1,16,\N,2022-06-07
76291,271140,1,46,\N,2022-06-07
76294,274576,1,42,\N,2022-06-07
76295,275788,1,35,\N,2022-06-07
76296,273841,1,23,\N,2022-06-07
76297,274050,1,35,\N,2022-06-07
76298,275470,1,42,\N,2022-06-07
76299,261466,1,16,\N,2022-06-07
76302,276265,1,7,\N,2022-06-07
76304,272717,1,13,\N,2022-06-07
76306,261777,1,32,\N,2022-06-07
76307,261905,1,32,\N,2022-06-07
76308,274162,1,21,\N,2022-06-07
76309,276455,1,21,\N,2022-06-07
76312,268926,1,24,\N,2022-06-07
76313,274163,1,21,\N,2022-06-08
76314,274273,1,23,\N,2022-06-08
76319,274382,1,35,\N,2022-06-08
76321,266788,1,22,\N,2022-06-08
76322,268926,1,21,\N,2022-06-08
76324,274050,1,22,\N,2022-06-08
76326,259767,1,35,\N,2022-06-08
76332,273423,1,23,\N,2022-06-08
76333,263690,1,52,\N,2022-06-08
76334,275020,1,22,\N,2022-06-08
76335,275442,1,23,\N,2022-06-08
76336,272570,1,7,\N,2022-06-08
76337,276439,1,23,\N,2022-06-08
76338,275799,1,7,\N,2022-06-08
76341,269671,1,23,\N,2022-06-08
76345,275165,1,7,\N,2022-06-08
76353,273423,1,13,\N,2022-06-09
76355,275282,1,23,\N,2022-06-09
76356,275132,1,20,\N,2022-06-09
76358,275282,1,35,\N,2022-06-09
76359,275282,1,7,\N,2022-06-09
76364,267010,1,14,\N,2022-06-09
76365,271015,1,42,\N,2022-06-10
76367,268926,1,20,\N,2022-06-10
76368,274861,1,21,\N,2022-06-10
76369,274050,1,30,\N,2022-06-10
76370,273423,1,37,\N,2022-06-10
76371,270833,1,46,\N,2022-06-10
76377,260173,1,11,\N,2022-06-10
76378,267010,1,20,\N,2022-06-10
76379,261466,1,24,\N,2022-06-10
76382,276784,1,42,\N,2022-06-10
76384,262641,1,2,\N,2022-06-10
76386,274825,1,23,\N,2022-06-10
76387,275470,1,46,\N,2022-06-10
76390,277099,1,7,\N,2022-06-10
76392,272865,1,14,\N,2022-06-10
76393,259959,1,22,\N,2022-06-10
76394,275282,1,2,\N,2022-06-10
76396,275129,1,21,\N,2022-06-11
76397,272909,1,46,\N,2022-06-11
76399,274050,1,42,\N,2022-06-11
76401,276439,1,42,\N,2022-06-11
76403,276439,1,7,\N,2022-06-11
76404,274564,1,23,\N,2022-06-11
76405,261777,1,33,\N,2022-06-11
76406,272965,1,21,\N,2022-06-11
76407,276135,1,23,\N,2022-06-11
76408,268926,1,22,\N,2022-06-11
76410,276455,1,24,\N,2022-06-11
76411,274906,1,46,\N,2022-06-11
76412,269054,1,21,\N,2022-06-11
76414,270633,1,7,\N,2022-06-12
76415,264954,1,7,\N,2022-06-12
76417,268011,1,2,\N,2022-06-12
76419,275103,1,7,\N,2022-06-12
76420,276135,1,2,\N,2022-06-12
76423,274814,1,23,\N,2022-06-12
76425,260616,1,13,\N,2022-06-12
76426,259884,1,13,\N,2022-06-12
76427,275008,1,7,\N,2022-06-12
76428,270393,1,14,\N,2022-06-12
76429,275293,1,7,\N,2022-06-12
76430,271154,1,20,\N,2022-06-12
76434,277410,1,39,\N,2022-06-12
76435,269518,1,21,\N,2022-06-12
76439,271800,1,16,\N,2022-06-12
76440,274564,1,13,\N,2022-06-12
76441,259884,1,28,\N,2022-06-12
76442,277398,1,7,\N,2022-06-12
76444,268011,1,14,\N,2022-06-13
76446,273423,1,32,\N,2022-06-13
76447,274996,1,42,\N,2022-06-13
76450,276783,1,7,\N,2022-06-13
76453,273423,2,\N,1,2022-06-13
76454,275574,1,7,\N,2022-06-13
76455,261777,1,53,\N,2022-06-13
76457,275552,1,7,\N,2022-06-13
76459,274039,1,21,\N,2022-06-13
76460,261777,2,\N,1,2022-06-13
76463,268926,1,2,\N,2022-06-14
76471,274050,1,4,\N,2022-06-14
76472,277285,1,7,\N,2022-06-14
76473,276887,1,7,\N,2022-06-14
76474,265966,1,2,\N,2022-06-14
76476,275470,1,23,\N,2022-06-14
76477,273423,1,39,\N,2022-06-14
76479,261466,1,22,\N,2022-06-14
76480,261466,1,14,\N,2022-06-14
76481,261777,1,55,\N,2022-06-14
76482,271185,1,7,\N,2022-06-14
76483,276439,1,46,\N,2022-06-14
76484,274564,1,2,\N,2022-06-14
76487,274039,1,46,\N,2022-06-15
76491,261777,1,54,\N,2022-06-15
76493,268863,1,46,\N,2022-06-15
76494,266332,1,30,\N,2022-06-15
76495,277066,1,23,\N,2022-06-15
76498,275470,1,13,\N,2022-06-15
76499,274039,1,22,\N,2022-06-15
76500,274576,1,46,\N,2022-06-15
76501,261590,1,21,\N,2022-06-15
76502,261777,1,52,\N,2022-06-15
76504,259504,1,42,\N,2022-06-15
76506,268011,1,20,\N,2022-06-15
76507,264916,1,32,\N,2022-06-15
76508,268011,1,7,\N,2022-06-15
76512,277791,1,7,\N,2022-06-16
76513,261212,1,34,\N,2022-06-16
76515,275021,1,53,\N,2022-06-16
76516,274861,1,24,\N,2022-06-16
76518,268011,1,21,\N,2022-06-16
76519,274050,1,16,\N,2022-06-16
76522,266529,1,23,\N,2022-06-16
76524,266529,1,7,\N,2022-06-16
76525,275286,1,21,\N,2022-06-16
76526,266529,1,35,\N,2022-06-16
76527,259860,1,14,\N,2022-06-16
76528,266332,1,22,\N,2022-06-16
76531,276439,1,13,\N,2022-06-16
76533,270930,1,7,\N,2022-06-16
76534,274039,1,2,\N,2022-06-16
76535,273423,1,3,\N,2022-06-16
76536,264916,1,14,\N,2022-06-16
76537,274039,1,35,\N,2022-06-16
76538,276455,1,16,\N,2022-06-16
76540,277084,1,23,\N,2022-06-16
76542,268154,1,42,\N,2022-06-17
76543,269541,1,23,\N,2022-06-17
76544,274070,1,23,\N,2022-06-17
76545,273423,2,\N,3,2022-06-17
76546,274070,1,13,\N,2022-06-17
76547,274906,1,42,\N,2022-06-17
76551,267064,1,37,\N,2022-06-17
76552,276783,1,21,\N,2022-06-17
76554,275165,1,21,\N,2022-06-17
76555,261813,1,42,\N,2022-06-17
76556,274996,1,46,\N,2022-06-18
76560,275590,1,42,\N,2022-06-18
76566,271035,1,14,\N,2022-06-19
76567,277864,1,7,\N,2022-06-19
76569,263456,1,7,\N,2022-06-19
76571,277557,1,14,\N,2022-06-19
76573,271154,1,35,\N,2022-06-19
76574,275449,1,21,\N,2022-06-19
76578,273992,1,7,\N,2022-06-20
76581,277964,1,7,\N,2022-06-20
76582,264295,1,21,\N,2022-06-20
76607,261171,1,16,\N,2022-06-20
76608,261171,1,32,\N,2022-06-20
76617,278509,1,7,\N,2022-06-20
76618,261590,1,24,\N,2022-06-20
76619,269518,1,24,\N,2022-06-20
76626,278177,1,7,\N,2022-06-21
76628,273423,1,35,\N,2022-06-21
76629,261756,1,39,\N,2022-06-21
76631,262112,1,20,\N,2022-06-21
76633,278326,1,7,\N,2022-06-21
76635,274814,1,13,\N,2022-06-21
76636,274906,1,23,\N,2022-06-21
76638,262112,1,35,\N,2022-06-21
76640,260833,1,7,\N,2022-06-21
76642,269518,1,22,\N,2022-06-21
76645,278283,1,7,\N,2022-06-21
76649,261593,1,2,\N,2022-06-21
76650,266614,1,23,\N,2022-06-21
76651,275442,1,21,\N,2022-06-22
76652,273423,1,11,\N,2022-06-22
76653,272965,1,3,\N,2022-06-22
76660,274050,1,24,\N,2022-06-22
76661,278758,1,7,\N,2022-06-22
76662,271991,1,24,\N,2022-06-22
76663,269020,1,7,\N,2022-06-22
76664,275470,1,39,\N,2022-06-22
76665,267203,1,24,\N,2022-06-22
76666,274906,1,13,\N,2022-06-22
76670,278582,1,7,\N,2022-06-22
76671,276439,1,39,\N,2022-06-22
76673,277557,1,35,\N,2022-06-22
76674,271837,1,7,\N,2022-06-22
76675,264916,2,\N,1,2022-06-22
76676,278927,1,7,\N,2022-06-23
76677,266614,1,13,\N,2022-06-23
76680,273423,1,5,\N,2022-06-23
76681,274050,1,21,\N,2022-06-23
76682,267765,1,42,\N,2022-06-23
76684,278753,1,7,\N,2022-06-23
76685,278882,1,7,\N,2022-06-23
76686,273423,2,\N,2,2022-06-23
76687,277066,1,35,\N,2022-06-23
76691,265101,1,23,\N,2022-06-23
76693,267026,1,35,\N,2022-06-23
76694,261905,1,5,\N,2022-06-23
76696,269540,1,7,\N,2022-06-24
76699,261819,1,35,\N,2022-06-24
76700,269934,1,46,\N,2022-06-24
76702,277084,1,7,\N,2022-06-24
76705,278283,1,42,\N,2022-06-24
76710,275038,1,23,\N,2022-06-25
76711,275038,1,35,\N,2022-06-25
76712,275038,1,2,\N,2022-06-25
76713,275038,1,14,\N,2022-06-25
76718,274576,1,23,\N,2022-06-25
76719,278881,1,7,\N,2022-06-25
76720,268764,1,37,\N,2022-06-25
76724,268011,1,22,\N,2022-06-25
76726,269541,1,13,\N,2022-06-25
76727,274087,1,7,\N,2022-06-26
76732,261337,1,35,\N,2022-06-26
76735,260980,1,20,\N,2022-06-26
76736,274576,1,13,\N,2022-06-26
76737,277508,1,23,\N,2022-06-26
76738,273992,1,20,\N,2022-06-26
76739,274906,1,39,\N,2022-06-26
76741,260861,1,21,\N,2022-06-26
76742,272909,1,16,\N,2022-06-26
76746,270247,1,21,\N,2022-06-26
76748,263579,1,21,\N,2022-06-26
76751,266012,1,5,\N,2022-06-26
76752,261393,1,35,\N,2022-06-27
76758,268990,1,11,\N,2022-06-27
76760,277084,1,21,\N,2022-06-27
76764,277508,1,13,\N,2022-06-27
76765,277508,1,7,\N,2022-06-27
76767,261756,1,35,\N,2022-06-27
76768,271664,1,22,\N,2022-06-27
76770,265588,1,14,\N,2022-06-27
76774,261212,1,14,\N,2022-06-28
76775,272865,1,2,\N,2022-06-28
76780,274611,1,7,\N,2022-06-28
76781,277508,1,39,\N,2022-06-28
76782,271154,1,39,\N,2022-06-28
76785,278927,1,21,\N,2022-06-28
76786,278582,1,21,\N,2022-06-28
76788,275590,1,23,\N,2022-06-28
76792,264295,1,7,\N,2022-06-29
76793,274906,1,21,\N,2022-06-29
76794,279468,1,7,\N,2022-06-29
76795,265653,1,21,\N,2022-06-29
76798,276783,1,24,\N,2022-06-29
76801,275470,1,21,\N,2022-06-29
76803,270075,1,14,\N,2022-06-29
76804,278881,1,42,\N,2022-06-29
76806,268516,1,35,\N,2022-06-29
76808,274880,1,20,\N,2022-06-30
76809,260754,1,34,\N,2022-06-30
76811,260754,1,30,\N,2022-06-30
76813,265808,1,42,\N,2022-06-30
76816,279738,1,7,\N,2022-06-30
76817,278055,1,21,\N,2022-06-30
76818,275442,1,14,\N,2022-06-30
76821,279766,1,7,\N,2022-06-30
76822,260173,1,2,\N,2022-07-01
76824,271664,1,20,\N,2022-07-01
76825,269541,1,39,\N,2022-07-01
76827,274050,1,14,\N,2022-07-01
76828,267959,1,24,\N,2022-07-01
76829,274880,1,35,\N,2022-07-01
76831,277403,1,7,\N,2022-07-01
76832,278115,1,7,\N,2022-07-01
76833,274576,1,39,\N,2022-07-01
76834,274825,1,21,\N,2022-07-01
76836,278764,1,23,\N,2022-07-01
76837,266012,1,11,\N,2022-07-01
76847,278753,1,46,\N,2022-07-02
76848,259283,1,30,\N,2022-07-02
76849,260616,1,39,\N,2022-07-02
76850,275590,1,13,\N,2022-07-02
76852,261212,2,\N,1,2022-07-02
76853,261905,1,11,\N,2022-07-02
76854,280114,1,2,\N,2022-07-02
76855,280140,1,7,\N,2022-07-03
76856,280140,1,21,\N,2022-07-03
76857,280140,1,23,\N,2022-07-03
76858,280140,1,14,\N,2022-07-03
76859,280140,1,2,\N,2022-07-03
76860,280140,1,13,\N,2022-07-03
76861,280140,1,3,\N,2022-07-03
76862,280140,1,5,\N,2022-07-03
76863,280140,1,11,\N,2022-07-03
76864,280140,1,35,\N,2022-07-03
76865,280140,2,\N,2,2022-07-03
76866,280140,1,46,\N,2022-07-03
76867,280140,1,39,\N,2022-07-03
76868,280140,1,42,\N,2022-07-03
76869,280140,2,\N,3,2022-07-03
76871,271035,1,42,\N,2022-07-03
