student_id,course_id,minutes_watched,date_watched
259011,4,4.97,2022-04-21
266112,4,101.17,2022-04-21
271684,4,0.82,2022-04-23
271745,4,18.62,2022-04-24
260702,4,0.05,2022-04-24
268989,4,37.05,2022-04-26
268989,4,7.72,2022-04-27
261510,4,1.62,2022-04-28
272596,4,4.88,2022-05-02
272644,4,5.93,2022-05-02
271101,4,63.67,2022-05-03
272261,4,70.77,2022-05-03
272729,4,18.3,2022-05-03
272261,4,22.73,2022-05-04
272464,4,0.15,2022-05-04
272282,4,18.42,2022-05-04
272261,4,31.9,2022-05-05
268989,4,50.6,2022-05-05
272886,4,0.05,2022-05-05
272887,4,46.6,2022-05-05
261610,4,50.95,2022-05-06
272887,4,20.52,2022-05-06
272261,4,22.55,2022-05-07
273168,4,3.15,2022-05-08
273185,4,50.87,2022-05-08
272282,4,5.58,2022-05-08
265789,4,35.87,2022-05-09
261610,4,17.3,2022-05-09
272261,4,5.78,2022-05-09
273298,4,2.93,2022-05-09
261610,4,16.87,2022-05-10
273482,4,10.35,2022-05-10
272261,4,40.13,2022-05-11
268989,4,39.8,2022-05-11
273482,4,16.83,2022-05-12
272261,4,26.05,2022-05-12
271701,4,0.08,2022-05-15
268805,4,12.93,2022-05-15
268805,4,47.55,2022-05-16
272199,4,0.62,2022-05-16
273668,4,2.87,2022-05-17
268805,4,79.15,2022-05-17
274309,4,5.32,2022-05-18
268805,4,18.43,2022-05-19
268805,4,62.95,2022-05-20
272261,4,15.77,2022-05-21
270599,4,19.05,2022-05-21
270599,4,7.02,2022-05-22
274685,4,0.33,2022-05-22
261777,4,65.23,2022-05-22
272261,4,1.33,2022-05-22
274422,4,1.02,2022-05-23
274867,4,1.3,2022-05-23
261777,4,21.17,2022-05-23
261777,4,51.63,2022-05-24
270599,4,219.75,2022-05-24
273482,4,1.63,2022-05-24
274961,4,3.88,2022-05-24
274961,4,0.07,2022-05-25
261777,4,51.98,2022-05-25
270599,4,54,2022-05-25
275080,4,2.42,2022-05-26
263494,4,2.93,2022-05-27
261777,4,13.38,2022-05-27
261777,4,24.03,2022-05-28
275213,4,10.12,2022-05-28
269646,4,6.02,2022-05-28
261777,4,18.92,2022-05-29
272261,4,9.27,2022-05-29
275035,4,11.77,2022-05-30
275362,4,47.17,2022-05-30
261777,4,86.47,2022-05-30
272261,4,6.43,2022-05-31
264295,4,24.13,2022-05-31
264295,4,45.48,2022-06-01
272261,4,34.27,2022-06-01
275362,4,23.97,2022-06-01
261777,4,17.73,2022-06-01
261777,4,7.53,2022-06-02
264295,4,37.77,2022-06-02
272261,4,50.38,2022-06-02
275362,4,5.98,2022-06-02
264295,4,15.85,2022-06-03
272261,4,73.65,2022-06-03
275362,4,5.82,2022-06-03
264295,4,44.73,2022-06-04
276202,4,0.45,2022-06-04
276537,4,0.32,2022-06-04
272282,4,22.32,2022-06-04
276659,4,55.22,2022-06-05
276785,4,0.32,2022-06-06
264295,4,41.27,2022-06-06
275362,4,31.27,2022-06-06
276820,4,0.65,2022-06-06
276708,4,11,2022-06-07
276708,4,37.48,2022-06-08
276670,4,2.4,2022-06-08
274276,4,21.07,2022-06-08
276708,4,66.8,2022-06-09
274050,4,165.23,2022-06-09
274961,4,8.1,2022-06-09
277225,4,0.05,2022-06-09
276708,4,36.03,2022-06-10
274050,4,58.48,2022-06-10
274498,4,4.45,2022-06-10
276670,4,1.77,2022-06-10
277319,4,2.68,2022-06-10
263076,4,11.85,2022-06-10
276708,4,35.87,2022-06-11
274498,4,13.77,2022-06-11
263076,4,18.03,2022-06-11
272282,4,28.3,2022-06-11
276708,4,11.78,2022-06-12
276670,4,2.47,2022-06-12
274276,4,4.08,2022-06-13
264476,4,87.93,2022-06-14
274050,4,182.73,2022-06-14
266512,4,4.93,2022-06-14
264476,4,12.6,2022-06-15
277968,4,5.2,2022-06-16
264476,4,90.87,2022-06-16
278050,4,0.2,2022-06-16
263076,4,7.18,2022-06-16
264476,4,24.83,2022-06-17
263076,4,24.45,2022-06-17
276670,4,0.3,2022-06-17
268805,4,0.33,2022-06-17
264476,4,37.48,2022-06-18
263076,4,20.45,2022-06-18
264476,4,1.42,2022-06-20
266512,4,58.35,2022-06-20
275362,4,14.87,2022-06-20
275362,4,10.98,2022-06-21
266512,4,158.67,2022-06-22
278898,4,5.42,2022-06-22
264295,4,47.08,2022-06-23
266512,4,8.85,2022-06-23
264295,4,64.6,2022-06-24
263076,4,16.68,2022-06-24
274498,4,0.08,2022-06-24
262643,4,5.48,2022-06-25
266512,4,67.98,2022-06-25
264295,4,85.2,2022-06-25
263076,4,14.23,2022-06-25
262643,4,53.67,2022-06-26
266512,4,16.27,2022-06-26
266512,4,21.73,2022-06-27
262414,4,17.83,2022-06-27
261590,4,26.2,2022-06-27
278933,4,8.82,2022-06-28
264476,4,11.63,2022-06-29
262414,4,17.42,2022-06-29
266512,4,21.08,2022-06-30
264295,4,91.62,2022-07-01
261359,4,2.42,2022-07-01
263076,4,17.92,2022-07-01
266512,4,61.07,2022-07-01
262414,4,21.52,2022-07-01
266512,4,16.77,2022-07-02
274498,4,0.1,2022-07-02
266512,4,33.93,2022-07-03
264295,4,0.08,2022-07-04
266512,4,18.57,2022-07-04
280312,4,0.32,2022-07-04
263076,4,14.37,2022-07-05
273580,4,36.03,2022-07-05
266512,4,23.98,2022-07-05
273580,4,16.42,2022-07-06
266512,4,24.05,2022-07-06
264476,4,9.18,2022-07-07
280604,4,0.22,2022-07-07
266512,4,24.92,2022-07-07
262414,4,8.98,2022-07-07
266512,4,29.32,2022-07-08
281163,4,1.52,2022-07-11
264295,4,18.48,2022-07-12
280324,4,0.65,2022-07-12
270988,4,2.22,2022-07-13
264476,4,22.45,2022-07-13
281388,4,62.13,2022-07-13
281297,4,0.2,2022-07-13
280134,4,61.62,2022-07-14
264476,4,0.08,2022-07-14
280134,4,15.05,2022-07-15
264476,4,12.32,2022-07-15
280689,4,1.05,2022-07-15
272068,4,0.55,2022-07-16
263076,4,24.23,2022-07-16
281022,4,0.12,2022-07-17
275129,4,33.8,2022-07-17
275129,4,56.77,2022-07-19
261777,4,2.6,2022-07-19
263648,4,5.67,2022-07-20
275129,4,18.7,2022-07-20
280689,4,0.43,2022-07-21
275129,4,38.18,2022-07-21
275129,4,38.22,2022-07-22
263076,4,23.17,2022-07-22
280207,4,172.2,2022-07-24
280207,4,129.07,2022-07-25
275129,4,22.37,2022-07-25
282601,4,22.35,2022-07-26
282761,4,2.48,2022-07-27
275129,4,50.4,2022-07-27
263076,4,26.73,2022-07-28
282978,4,0.72,2022-07-29
273936,4,17.18,2022-08-02
273936,4,1.07,2022-08-03
275490,4,1.7,2022-08-04
267916,4,9.65,2022-08-04
267916,4,34.97,2022-08-05
284063,4,0.13,2022-08-05
267916,4,14.05,2022-08-07
284222,4,0.75,2022-08-07
283452,4,3.25,2022-08-07
283809,4,0.2,2022-08-08
273936,4,1.45,2022-08-08
284342,4,0.12,2022-08-09
284411,4,6.8,2022-08-09
275490,4,24.93,2022-08-09
284576,4,0.98,2022-08-09
273936,4,0.23,2022-08-10
263978,4,0.08,2022-08-11
273936,4,3.42,2022-08-12
263076,4,1.18,2022-08-12
273599,4,0.25,2022-08-12
284063,4,13.72,2022-08-12
279779,4,0.2,2022-08-13
283239,4,0.08,2022-08-15
282183,4,289.05,2022-08-15
265370,4,3.1,2022-08-15
263076,4,6.43,2022-08-15
267916,4,3.83,2022-08-15
285963,4,4.15,2022-08-15
285963,4,26.58,2022-08-16
282183,4,87.28,2022-08-16
267916,4,11.08,2022-08-16
268485,4,14.2,2022-08-16
286269,4,0.27,2022-08-16
286292,4,16.93,2022-08-16
273936,4,3.28,2022-08-16
286355,4,15.93,2022-08-16
285081,4,68.57,2022-08-16
286381,4,0.2,2022-08-16
263354,4,0.65,2022-08-16
276220,4,68.45,2022-08-16
286102,4,0.3,2022-08-16
278304,4,1.95,2022-08-16
286559,4,1.1,2022-08-16
286545,4,0.4,2022-08-16
285731,4,0.05,2022-08-16
277197,4,10.67,2022-08-16
285815,4,26.9,2022-08-16
286717,4,80.08,2022-08-17
286292,4,7.42,2022-08-17
285081,4,64.68,2022-08-17
285815,4,40.13,2022-08-17
286545,4,0.1,2022-08-17
277197,4,10.78,2022-08-17
283886,4,1.4,2022-08-17
276220,4,84.45,2022-08-17
280685,4,268.3,2022-08-17
281084,4,0.07,2022-08-17
286475,4,0.15,2022-08-17
284880,4,1.27,2022-08-17
280685,4,8.27,2022-08-18
286717,4,8.13,2022-08-18
284063,4,7.02,2022-08-18
285081,4,115.82,2022-08-18
273936,4,6.57,2022-08-18
282183,4,0.13,2022-08-18
277197,4,0.47,2022-08-18
267916,4,6.73,2022-08-18
285670,4,0.9,2022-08-18
270988,4,2.47,2022-08-19
273936,4,3.62,2022-08-19
262643,4,44.9,2022-08-19
267916,4,4.17,2022-08-19
286824,4,5.52,2022-08-19
262643,4,67.62,2022-08-20
267916,4,0.32,2022-08-21
283149,4,34.55,2022-08-21
262643,4,58.85,2022-08-21
263076,4,1.07,2022-08-21
286824,4,7.5,2022-08-21
273936,4,2.1,2022-08-22
262643,4,39.85,2022-08-22
272838,4,62.62,2022-08-22
274781,4,19.72,2022-08-22
286717,4,24.87,2022-08-22
286717,4,31.57,2022-08-23
262643,4,76.38,2022-08-23
272838,4,27.23,2022-08-23
273936,4,3.53,2022-08-23
272838,4,25.57,2022-08-24
287676,4,19.98,2022-08-24
262643,4,24.02,2022-08-24
286717,4,33.3,2022-08-24
273936,4,1.47,2022-08-24
286717,4,12.75,2022-08-25
274996,4,69.08,2022-08-25
273936,4,3.17,2022-08-25
272838,4,23.78,2022-08-25
287676,4,2.8,2022-08-25
287676,4,24.33,2022-08-26
273936,4,2.38,2022-08-26
274996,4,66.5,2022-08-26
285288,4,0.27,2022-08-26
286717,4,19.47,2022-08-26
282594,4,0.07,2022-08-27
272838,4,0.42,2022-08-27
267114,4,26.83,2022-08-29
278177,4,90.25,2022-08-29
273936,4,0.25,2022-08-29
283809,4,0.05,2022-08-29
274996,4,26.22,2022-08-30
278177,4,2.23,2022-08-30
272510,4,67.47,2022-08-30
288514,4,38.2,2022-08-30
288722,4,0.05,2022-08-30
288751,4,21.43,2022-08-30
288749,4,6.62,2022-08-30
273936,4,0.95,2022-08-31
273704,4,0.17,2022-08-31
286607,4,2.28,2022-08-31
288514,4,15.28,2022-08-31
281294,4,1.62,2022-08-31
272510,4,19.83,2022-08-31
269975,4,5.5,2022-08-31
272510,4,9.08,2022-09-01
273936,4,3.37,2022-09-02
269975,4,18.53,2022-09-02
267916,4,7.43,2022-09-02
272510,4,1.43,2022-09-02
269975,4,31.7,2022-09-03
273936,4,3.1,2022-09-03
289303,4,1.35,2022-09-03
261393,4,33.08,2022-09-03
260910,4,1.87,2022-09-03
273936,4,3.22,2022-09-04
284531,4,0.17,2022-09-04
272510,4,44.52,2022-09-04
281294,4,9.5,2022-09-04
272838,4,2.92,2022-09-04
260910,4,8.8,2022-09-04
259870,4,233.32,2022-09-05
272510,4,106.03,2022-09-05
261393,4,0.23,2022-09-05
281294,4,12.28,2022-09-05
269959,4,2.63,2022-09-05
286717,4,13.85,2022-09-05
260910,4,8.63,2022-09-05
272510,4,74.62,2022-09-06
269959,4,9.68,2022-09-06
269975,4,9.17,2022-09-06
267916,4,8.77,2022-09-07
272510,4,14.92,2022-09-07
269959,4,4.13,2022-09-08
277084,4,49.18,2022-09-08
289047,4,0.12,2022-09-08
272510,4,27.2,2022-09-08
267916,4,10.77,2022-09-08
277084,4,52.22,2022-09-09
272510,4,13.42,2022-09-09
290052,4,0.32,2022-09-09
277084,4,56.47,2022-09-10
263076,4,2.12,2022-09-10
273936,4,0.1,2022-09-10
282591,4,9.07,2022-09-10
265370,4,0.9,2022-09-10
269959,4,19.83,2022-09-11
277084,4,10.6,2022-09-11
280218,4,3.03,2022-09-11
282687,4,2.17,2022-09-11
282529,4,4.17,2022-09-12
277084,4,62.08,2022-09-12
277864,4,0.33,2022-09-12
263076,4,10.87,2022-09-12
260910,4,14.75,2022-09-12
277084,4,55.6,2022-09-13
277084,4,100.43,2022-09-14
290659,4,0.08,2022-09-14
286717,4,11.58,2022-09-14
282529,4,17.08,2022-09-14
288791,4,0.53,2022-09-14
267916,4,4.23,2022-09-14
267916,4,17.15,2022-09-15
264146,4,19.48,2022-09-15
277084,4,94.7,2022-09-15
272838,4,0.42,2022-09-15
264146,4,35.98,2022-09-16
280218,4,0.05,2022-09-18
264146,4,26.28,2022-09-18
270988,4,35.92,2022-09-18
264146,4,45.75,2022-09-19
270988,4,9.58,2022-09-19
264146,4,82.8,2022-09-20
270988,4,7.35,2022-09-20
272510,4,24.32,2022-09-20
272510,4,24.88,2022-09-21
274781,4,0.52,2022-09-21
284411,4,2.23,2022-09-21
264146,4,77.1,2022-09-21
268989,4,11.37,2022-09-22
272510,4,29.95,2022-09-22
260910,4,0.15,2022-09-22
289285,4,69.12,2022-09-23
287565,4,119.42,2022-09-23
272510,4,13.9,2022-09-23
278177,4,25.58,2022-09-24
272510,4,69.63,2022-09-24
289083,4,29.83,2022-09-24
263076,4,8.92,2022-09-25
273668,4,0.37,2022-09-25
289083,4,0.08,2022-09-25
267916,4,44.32,2022-09-26
292006,4,0.57,2022-09-26
274861,4,28.07,2022-09-26
264146,4,1.02,2022-09-27
274861,4,51.38,2022-09-27
269068,4,50.48,2022-09-27
267916,4,28.25,2022-09-27
278177,4,0.63,2022-09-27
282601,4,10.15,2022-09-28
274861,4,43.23,2022-09-28
291789,4,24.15,2022-09-28
292394,4,51.3,2022-09-28
267916,4,35.6,2022-09-28
264146,4,39.17,2022-09-28
282601,4,21.55,2022-09-29
260910,4,7.77,2022-09-29
291789,4,32.05,2022-09-29
292509,4,0.87,2022-09-29
274861,4,42,2022-09-29
268989,4,39.92,2022-09-29
263076,4,11.42,2022-09-29
292394,4,0.27,2022-09-29
264146,4,60.83,2022-09-29
292590,4,0.37,2022-09-29
269526,4,4.63,2022-09-29
267916,4,17.68,2022-09-29
282601,4,26.6,2022-09-30
267916,4,24.77,2022-09-30
272838,4,3.42,2022-09-30
264146,4,59.63,2022-09-30
274861,4,35.08,2022-09-30
274861,4,42.92,2022-10-01
267916,4,9.77,2022-10-01
260910,4,2.38,2022-10-02
292921,4,1.42,2022-10-02
274861,4,33.32,2022-10-02
269959,4,13.7,2022-10-02
269526,4,0.05,2022-10-02
267916,4,18.52,2022-10-03
263076,4,0.07,2022-10-03
269959,4,7.68,2022-10-03
293052,4,0.47,2022-10-03
274861,4,31.35,2022-10-03
260910,4,40.08,2022-10-03
293204,4,3.78,2022-10-04
267916,4,7.77,2022-10-04
293241,4,16.6,2022-10-04
274861,4,46,2022-10-04
293204,4,6.13,2022-10-05
282638,4,5.1,2022-10-05
274861,4,40.93,2022-10-05
260910,4,4.33,2022-10-05
267916,4,11.47,2022-10-06
274861,4,54.78,2022-10-06
260910,4,7.67,2022-10-06
260910,4,3.9,2022-10-07
267916,4,13.35,2022-10-07
293662,4,0.17,2022-10-07
293602,4,34.92,2022-10-07
292953,4,1.27,2022-10-07
274861,4,34.18,2022-10-07
293716,4,0.07,2022-10-07
260910,4,0.48,2022-10-08
274861,4,3.15,2022-10-08
278177,4,26.87,2022-10-08
278177,4,0.5,2022-10-09
293282,4,31.05,2022-10-09
260910,4,7.7,2022-10-09
294007,4,0.23,2022-10-10
260910,4,16.77,2022-10-10
294019,4,9.53,2022-10-10
293282,4,16.95,2022-10-10
274861,4,34.97,2022-10-10
289609,4,4.67,2022-10-10
293324,4,64.15,2022-10-11
293282,4,2.62,2022-10-11
274861,4,46.98,2022-10-11
293324,4,4.52,2022-10-12
268989,4,11.45,2022-10-12
274861,4,46.5,2022-10-12
289609,4,7.32,2022-10-12
293630,4,0.08,2022-10-12
293324,4,45.45,2022-10-13
282687,4,8.63,2022-10-13
269959,4,1.02,2022-10-14
260910,4,6.1,2022-10-14
274861,4,22.05,2022-10-14
265519,4,137.3,2022-10-15
293324,4,72.68,2022-10-15
292499,4,5.5,2022-10-15
274861,4,34.7,2022-10-15
269959,4,2.7,2022-10-15
265519,4,34.57,2022-10-16
292499,4,0.08,2022-10-16
274861,4,16.17,2022-10-16
292815,4,9.4,2022-10-16
274861,4,38.52,2022-10-17
282954,4,0.05,2022-10-17
295009,4,0.08,2022-10-17
285397,4,0.05,2022-10-17
291899,4,22.2,2022-10-17
291899,4,5.05,2022-10-18
295177,4,75.45,2022-10-18
274861,4,38.1,2022-10-18
274572,4,5.72,2022-10-18
291899,4,0.07,2022-10-19
274861,4,178.92,2022-10-19
295114,4,46.1,2022-10-19
295114,4,12.4,2022-10-20
264146,4,1,2022-10-20
293564,4,52.35,2022-10-20
295250,4,4.47,2022-10-20
295397,4,150.92,2022-10-20
274861,4,57.87,2022-10-20
289609,4,43.82,2022-10-20
260910,4,6.7,2022-10-20
293564,4,44.97,2022-10-21
295256,4,126.92,2022-10-21
292139,4,11.93,2022-10-21
295528,4,0.1,2022-10-21
295536,4,0.48,2022-10-21
295546,4,0.25,2022-10-21
295582,4,34.05,2022-10-21
274861,4,52.77,2022-10-21
260910,4,1.3,2022-10-21
295646,4,8.83,2022-10-21
295646,4,65.37,2022-10-22
295647,4,80.9,2022-10-22
274861,4,52.27,2022-10-22
295710,4,0.13,2022-10-22
295719,4,0.07,2022-10-22
293564,4,36.07,2022-10-22
293564,4,38.25,2022-10-23
274861,4,47.22,2022-10-23
295817,4,36.88,2022-10-23
293564,4,23.17,2022-10-24
274861,4,33.77,2022-10-24
274572,4,1.57,2022-10-24
289232,4,39.48,2022-10-24
293564,4,49.68,2022-10-25
293639,4,41.47,2022-10-25
275754,4,28.55,2022-10-25
291214,4,0.22,2022-10-25
274861,4,30.98,2022-10-25
293564,4,17.22,2022-10-26
268989,4,4,2022-10-26
272906,4,0.55,2022-10-26
295817,4,20.45,2022-10-26
296280,4,0.08,2022-10-26
274861,4,133.88,2022-10-26
291899,4,0.1,2022-10-27
295890,4,1.23,2022-10-27
274861,4,64.85,2022-10-27
275129,4,29.83,2022-10-28
274861,4,69.02,2022-10-28
285011,4,7.52,2022-10-28
292572,4,6,2022-10-28
292572,4,60.83,2022-10-29
285397,4,31.92,2022-10-29
274861,4,147.78,2022-10-29
274572,4,25.63,2022-10-29
285397,4,15.2,2022-10-30
292572,4,53.35,2022-10-30
274861,4,35.07,2022-10-30
295817,4,0.53,2022-10-30
296892,4,4.62,2022-10-30
285397,4,23.07,2022-10-31
282601,4,1.52,2022-10-31
291899,4,0.33,2022-10-31
292572,4,59.67,2022-10-31
274861,4,98.17,2022-10-31
269959,4,16.03,2022-10-31
291425,4,38.8,2022-10-31
259077,5,3.23,2022-01-03
259350,5,0.23,2022-01-05
259634,5,4.48,2022-01-07
259634,5,32.53,2022-01-08
258822,5,0.37,2022-01-09
260392,5,2.22,2022-01-14
260646,5,0.62,2022-01-16
260741,5,0.23,2022-01-18
260899,5,1.85,2022-01-19
259506,5,26.68,2022-01-20
260959,5,2.73,2022-01-20
258924,5,0.05,2022-01-22
261183,5,0.77,2022-01-23
261059,5,1.47,2022-01-24
261474,5,5.58,2022-01-24
261042,5,18.45,2022-01-24
261776,5,0.32,2022-01-27
261899,5,0.08,2022-01-28
260646,5,1.27,2022-01-29
262059,5,3.8,2022-01-30
259054,5,0.08,2022-01-31
261135,5,0.8,2022-01-31
262264,5,1.28,2022-02-01
258924,5,32.65,2022-02-02
262503,5,0.78,2022-02-03
262583,5,0.57,2022-02-03
261995,5,137.25,2022-02-05
261995,5,93.2,2022-02-06
262596,5,26.93,2022-02-07
262596,5,93.73,2022-02-08
261995,5,0.07,2022-02-09
263152,5,3.32,2022-02-09
263299,5,0.15,2022-02-10
262675,5,10.88,2022-02-10
262596,5,2.53,2022-02-11
263354,5,7.17,2022-02-11
263354,5,12.38,2022-02-12
260593,5,0.45,2022-02-13
263354,5,3.05,2022-02-13
262675,5,54.98,2022-02-14
258845,5,31.4,2022-02-15
262596,5,1.3,2022-02-17
264108,5,0.48,2022-02-18
263786,5,0.18,2022-02-21
263786,5,0.25,2022-02-23
265495,5,0.2,2022-03-01
265259,5,0.08,2022-03-01
261171,5,1.87,2022-03-02
261171,5,110.57,2022-03-03
265328,5,43.63,2022-03-03
261777,5,40.17,2022-03-04
261171,5,44.98,2022-03-04
265840,5,2.65,2022-03-04
261171,5,7.6,2022-03-05
264694,5,76.75,2022-03-05
264694,5,20.1,2022-03-06
260998,5,4.12,2022-03-06
261519,5,96.92,2022-03-07
261171,5,23.75,2022-03-07
260998,5,42.22,2022-03-07
261171,5,80.72,2022-03-08
261519,5,36.82,2022-03-08
264076,5,113.2,2022-03-09
264076,5,116.08,2022-03-10
266386,5,0.1,2022-03-10
261519,5,56.05,2022-03-10
264076,5,40.38,2022-03-11
266775,5,0.18,2022-03-11
266386,5,31.45,2022-03-11
260998,5,41.58,2022-03-11
260998,5,21.57,2022-03-12
264514,5,4.03,2022-03-12
259402,5,0.45,2022-03-13
260998,5,43.87,2022-03-13
267267,5,1.27,2022-03-14
264076,5,98.37,2022-03-14
264361,5,0.4,2022-03-14
264076,5,86.18,2022-03-15
264361,5,125.28,2022-03-15
264361,5,56.15,2022-03-16
267633,5,6.55,2022-03-16
267693,5,32.55,2022-03-17
263786,5,92.53,2022-03-17
266901,5,4.18,2022-03-18
263786,5,149.97,2022-03-18
263786,5,132.38,2022-03-19
264761,5,22.73,2022-03-19
263705,5,1.9,2022-03-19
267898,5,3.83,2022-03-19
261519,5,0.42,2022-03-20
266544,5,95.03,2022-03-20
266544,5,22.78,2022-03-21
268248,5,6,2022-03-22
261819,5,0.05,2022-03-23
264514,5,14.47,2022-03-23
266544,5,16.68,2022-03-23
261171,5,0.23,2022-03-24
261519,5,20.65,2022-03-24
266544,5,31.6,2022-03-26
261171,5,156.92,2022-03-26
262459,5,37.52,2022-03-27
266544,5,18.88,2022-03-27
261682,5,0.9,2022-03-27
263008,5,15.72,2022-03-28
268090,5,1.9,2022-03-28
263705,5,0.73,2022-03-29
268832,5,2.15,2022-03-29
268858,5,4.05,2022-03-29
263008,5,29.23,2022-03-30
268980,5,0.1,2022-04-01
261777,5,14.83,2022-04-01
268641,5,30.78,2022-04-02
261682,5,44.1,2022-04-02
269653,5,20.38,2022-04-04
269637,5,0.43,2022-04-05
261510,5,20.92,2022-04-05
261059,5,125.2,2022-04-05
261682,5,137.35,2022-04-05
269653,5,23.73,2022-04-05
261777,5,16.58,2022-04-06
261682,5,50.05,2022-04-06
261059,5,90.7,2022-04-06
268390,5,3.7,2022-04-06
263008,5,0.17,2022-04-06
269931,5,0.07,2022-04-07
261682,5,142.87,2022-04-07
269653,5,12.07,2022-04-07
269843,5,5.38,2022-04-07
269653,5,18.42,2022-04-08
270074,5,0.58,2022-04-08
269843,5,18.73,2022-04-08
266544,5,39.78,2022-04-08
260111,5,10.07,2022-04-09
261682,5,83.35,2022-04-09
260111,5,72.97,2022-04-10
261682,5,22.8,2022-04-10
261682,5,22.17,2022-04-11
270425,5,39.58,2022-04-11
270381,5,0.9,2022-04-11
269843,5,29.83,2022-04-12
269653,5,45,2022-04-12
261682,5,51.82,2022-04-12
270617,5,0.23,2022-04-13
269907,5,31.68,2022-04-13
268374,5,0.47,2022-04-13
268390,5,3.62,2022-04-13
269771,5,30.7,2022-04-14
265110,5,17.9,2022-04-14
268374,5,0.1,2022-04-14
269485,5,40.5,2022-04-14
270812,5,0.07,2022-04-14
261682,5,28.67,2022-04-15
261777,5,26.67,2022-04-15
269653,5,0.42,2022-04-15
269771,5,14.95,2022-04-15
269040,5,83.78,2022-04-15
269771,5,34.73,2022-04-16
261777,5,45.97,2022-04-16
268990,5,0.23,2022-04-16
269653,5,18.32,2022-04-16
265110,5,45.07,2022-04-17
265110,5,32.15,2022-04-18
268990,5,87.13,2022-04-18
269653,5,27.93,2022-04-18
259054,5,39.57,2022-04-19
269040,5,84.38,2022-04-19
270957,5,112.85,2022-04-19
261777,5,17.32,2022-04-19
269040,5,121.3,2022-04-20
261777,5,24.97,2022-04-20
269984,5,44.45,2022-04-20
271300,5,0.05,2022-04-20
268990,5,51.93,2022-04-20
270957,5,72.4,2022-04-20
259011,5,2.27,2022-04-20
268796,5,39.88,2022-04-20
262992,5,1.78,2022-04-21
261777,5,16.87,2022-04-21
269984,5,90.42,2022-04-21
270957,5,43.47,2022-04-21
264361,5,0.57,2022-04-21
268990,5,0.08,2022-04-21
268990,5,22.18,2022-04-22
271573,5,0.1,2022-04-22
268390,5,118.32,2022-04-22
259011,5,3.47,2022-04-22
271620,5,7.02,2022-04-22
271069,5,0.28,2022-04-22
266112,5,1.12,2022-04-22
266548,5,31.82,2022-04-23
268390,5,49.28,2022-04-23
271697,5,19.62,2022-04-23
259054,5,4.77,2022-04-23
266112,5,1.4,2022-04-23
262992,5,8.65,2022-04-24
266548,5,62.85,2022-04-24
268990,5,64.58,2022-04-24
266548,5,66.77,2022-04-25
268990,5,17.37,2022-04-25
269485,5,58.55,2022-04-25
261777,5,40.95,2022-04-26
268990,5,0.58,2022-04-26
266548,5,69.07,2022-04-26
269485,5,39.57,2022-04-26
261771,5,4.2,2022-04-27
266548,5,81.85,2022-04-27
268990,5,29.85,2022-04-27
266731,5,3.8,2022-04-27
269485,5,41.97,2022-04-27
272146,5,42.45,2022-04-27
260916,5,0.12,2022-04-28
266548,5,60.77,2022-04-28
268990,5,48.42,2022-04-28
266112,5,144.5,2022-04-28
266112,5,238.68,2022-04-29
266548,5,8.75,2022-04-29
268990,5,73.82,2022-04-29
269485,5,28.45,2022-04-29
259054,5,16.05,2022-04-30
262459,5,19.23,2022-04-30
268990,5,2.5,2022-05-01
269485,5,17.55,2022-05-01
262459,5,9.82,2022-05-02
266548,5,8.02,2022-05-02
265310,5,17.65,2022-05-02
272609,5,0.12,2022-05-02
268990,5,41.77,2022-05-02
269485,5,96,2022-05-02
261778,5,22.05,2022-05-02
261771,5,20.52,2022-05-02
261771,5,42.27,2022-05-03
261778,5,68.93,2022-05-03
266548,5,30.3,2022-05-03
265310,5,6.5,2022-05-03
272421,5,36.22,2022-05-03
269485,5,41.52,2022-05-03
272748,5,1.28,2022-05-03
261778,5,34.22,2022-05-04
263076,5,64.37,2022-05-04
269485,5,35.2,2022-05-04
261778,5,25.12,2022-05-05
263076,5,68.03,2022-05-05
269485,5,28.27,2022-05-05
261778,5,22.58,2022-05-06
267064,5,38.63,2022-05-06
261778,5,20.58,2022-05-07
261771,5,18.37,2022-05-07
272727,5,5.35,2022-05-07
263076,5,19.73,2022-05-07
261771,5,105.23,2022-05-08
263076,5,58.62,2022-05-08
267064,5,33.2,2022-05-08
261771,5,36.48,2022-05-09
263076,5,55.7,2022-05-09
267064,5,40.03,2022-05-09
260173,5,98.08,2022-05-09
273069,5,14.67,2022-05-09
261778,5,14.88,2022-05-09
261778,5,43.05,2022-05-10
261771,5,25.73,2022-05-10
263076,5,47.45,2022-05-10
268990,5,6.87,2022-05-10
267064,5,32.88,2022-05-10
261771,5,41.27,2022-05-11
261778,5,58.22,2022-05-11
270009,5,0.87,2022-05-11
263076,5,54.68,2022-05-11
261239,5,0.05,2022-05-11
260173,5,62.73,2022-05-11
267064,5,13.55,2022-05-11
261778,5,14.18,2022-05-12
273635,5,0.25,2022-05-12
261771,5,14.87,2022-05-12
263076,5,27.5,2022-05-12
265928,5,10.83,2022-05-12
263293,5,16.62,2022-05-12
261771,5,4.17,2022-05-13
272977,5,36.73,2022-05-13
273635,5,10.37,2022-05-13
267064,5,56.8,2022-05-13
260173,5,116.17,2022-05-13
261778,5,17.45,2022-05-13
263076,5,14.67,2022-05-13
268374,5,0.13,2022-05-14
261771,5,26.43,2022-05-14
263076,5,15.07,2022-05-14
263293,5,1.72,2022-05-14
