student_id,date_registered,f2p,total_minutes_watched,buckets
263610,2022-02-14,0,0.92,"(0.0, 5.0]"
263611,2022-02-14,0,0.2,"(0.0, 5.0]"
263612,2022-02-14,0,0.0,0
263613,2022-02-14,0,0.0,0
263614,2022-02-14,0,26.93,"(25.0, 30.0]"
263615,2022-02-14,0,0.0,0
263616,2022-02-14,0,0.0,0
263617,2022-02-14,0,0.0,0
263618,2022-02-14,0,3.69,"(0.0, 5.0]"
263619,2022-02-14,0,73.96,"(70.0, 80.0]"
263620,2022-02-14,0,0.0,0
263621,2022-02-14,0,0.0,0
263622,2022-02-14,0,0.0,0
263623,2022-02-14,0,3.9,"(0.0, 5.0]"
263624,2022-02-14,0,0.78,"(0.0, 5.0]"
263625,2022-02-14,0,0.32,"(0.0, 5.0]"
263626,2022-02-14,0,0.1,"(0.0, 5.0]"
263627,2022-02-14,0,0.0,0
263628,2022-02-14,0,23.5,"(20.0, 25.0]"
263629,2022-02-14,0,0.0,0
263630,2022-02-14,0,0.0,0
263631,2022-02-14,0,2.25,"(0.0, 5.0]"
263632,2022-02-14,0,0.0,0
263633,2022-02-14,0,0.0,0
263634,2022-02-14,0,1.27,"(0.0, 5.0]"
263635,2022-02-14,0,0.0,0
263636,2022-02-14,0,0.0,0
263637,2022-02-14,0,0.0,0
263638,2022-02-14,0,0.0,0
263639,2022-02-14,1,0.0,0
263640,2022-02-14,0,42.88,"(40.0, 50.0]"
263641,2022-02-14,0,45.71,"(40.0, 50.0]"
263642,2022-02-14,0,1.03,"(0.0, 5.0]"
263643,2022-02-14,0,0.0,0
263644,2022-02-14,0,0.85,"(0.0, 5.0]"
263645,2022-02-14,0,0.0,0
263646,2022-02-14,0,0.0,0
263647,2022-02-14,0,0.38,"(0.0, 5.0]"
263648,2022-02-14,1,8.41,"(5.0, 10.0]"
263649,2022-02-14,0,0.0,0
263650,2022-02-14,1,124.42999999999999,"(120.0, 240.0]"
263651,2022-02-14,0,20.3,"(20.0, 25.0]"
263652,2022-02-14,0,0.0,0
263653,2022-02-14,0,5.08,"(5.0, 10.0]"
263654,2022-02-14,0,3.03,"(0.0, 5.0]"
263655,2022-02-14,0,0.52,"(0.0, 5.0]"
263656,2022-02-14,0,24.4,"(20.0, 25.0]"
263657,2022-02-14,0,29.43,"(25.0, 30.0]"
263658,2022-02-14,0,0.0,0
263659,2022-02-14,0,0.0,0
263660,2022-02-14,0,0.0,0
263661,2022-02-14,1,0.05,"(0.0, 5.0]"
263662,2022-02-14,0,0.0,0
263663,2022-02-14,0,0.0,0
263664,2022-02-14,0,0.1,"(0.0, 5.0]"
263665,2022-02-14,0,4.37,"(0.0, 5.0]"
263666,2022-02-14,0,123.16000000000001,"(120.0, 240.0]"
263667,2022-02-14,0,0.0,0
263668,2022-02-14,0,0.0,0
263669,2022-02-14,0,30.63,"(30.0, 40.0]"
263670,2022-02-14,0,112.49000000000001,"(110.0, 120.0]"
263671,2022-02-14,0,0.0,0
263672,2022-02-14,1,6.45,"(5.0, 10.0]"
263673,2022-02-14,0,45.18,"(40.0, 50.0]"
263674,2022-02-14,0,0.0,0
263675,2022-02-14,0,0.0,0
263676,2022-02-14,0,2.37,"(0.0, 5.0]"
263677,2022-02-14,1,0.0,0
263678,2022-02-14,0,45.87,"(40.0, 50.0]"
263679,2022-02-14,0,0.18,"(0.0, 5.0]"
263680,2022-02-14,0,0.0,0
263681,2022-02-14,0,15.48,"(15.0, 20.0]"
263682,2022-02-14,0,0.0,0
263683,2022-02-14,1,366.60999999999996,"(240.0, 480.0]"
263684,2022-02-14,0,0.0,0
263685,2022-02-14,0,53.620000000000005,"(50.0, 60.0]"
263686,2022-02-14,0,0.0,0
263687,2022-02-14,0,0.0,0
263688,2022-02-14,0,0.0,0
263689,2022-02-14,0,0.0,0
263690,2022-02-14,1,66.47,"(60.0, 70.0]"
263691,2022-02-14,0,0.0,0
263692,2022-02-14,1,0.0,0
263693,2022-02-15,1,5.1,"(5.0, 10.0]"
263694,2022-02-15,0,0.0,0
263695,2022-02-15,0,0.0,0
263696,2022-02-15,0,1.82,"(0.0, 5.0]"
263697,2022-02-15,0,0.0,0
263699,2022-02-15,0,3.67,"(0.0, 5.0]"
263700,2022-02-15,0,0.0,0
263701,2022-02-15,0,0.0,0
263702,2022-02-15,0,0.0,0
263703,2022-02-15,0,0.0,0
263704,2022-02-15,0,60.68,"(60.0, 70.0]"
263705,2022-02-15,0,2.63,"(0.0, 5.0]"
263706,2022-02-15,1,0.0,0
263707,2022-02-15,0,0.0,0
263708,2022-02-15,0,0.0,0
263709,2022-02-15,0,0.0,0
263710,2022-02-15,0,0.0,0
263711,2022-02-15,0,43.129999999999995,"(40.0, 50.0]"
263712,2022-02-15,0,0.0,0
263713,2022-02-15,0,0.07,"(0.0, 5.0]"
263714,2022-02-15,0,69.39,"(60.0, 70.0]"
263715,2022-02-15,0,0.0,0
263716,2022-02-15,0,0.0,0
263717,2022-02-15,0,1.73,"(0.0, 5.0]"
263718,2022-02-15,0,3.33,"(0.0, 5.0]"
263719,2022-02-15,0,0.0,0
263720,2022-02-15,0,0.51,"(0.0, 5.0]"
263721,2022-02-15,0,0.0,0
263722,2022-02-15,0,24.119999999999997,"(20.0, 25.0]"
263723,2022-02-15,0,22.55,"(20.0, 25.0]"
263725,2022-02-15,0,0.0,0
263726,2022-02-15,0,47.52,"(40.0, 50.0]"
263727,2022-02-15,0,0.77,"(0.0, 5.0]"
263728,2022-02-15,0,9.5,"(5.0, 10.0]"
263729,2022-02-15,0,0.29000000000000004,"(0.0, 5.0]"
263730,2022-02-15,0,0.0,0
263731,2022-02-15,0,0.0,0
263732,2022-02-15,0,0.0,0
263733,2022-02-15,0,0.0,0
263734,2022-02-15,0,2.97,"(0.0, 5.0]"
263735,2022-02-15,0,34.33,"(30.0, 40.0]"
263736,2022-02-15,0,5.13,"(5.0, 10.0]"
263737,2022-02-15,0,0.18,"(0.0, 5.0]"
263738,2022-02-15,0,0.0,0
263739,2022-02-15,0,0.0,0
263740,2022-02-15,0,0.0,0
263741,2022-02-15,0,6.59,"(5.0, 10.0]"
263742,2022-02-15,0,0.0,0
263743,2022-02-15,0,0.0,0
263744,2022-02-15,0,3.1900000000000004,"(0.0, 5.0]"
263745,2022-02-15,0,24.43,"(20.0, 25.0]"
263746,2022-02-15,0,10.11,"(10.0, 15.0]"
263747,2022-02-15,0,296.82000000000005,"(240.0, 480.0]"
263748,2022-02-15,0,0.0,0
263749,2022-02-15,0,0.0,0
263750,2022-02-15,0,0.0,0
263751,2022-02-15,0,10.32,"(10.0, 15.0]"
263752,2022-02-15,0,6.53,"(5.0, 10.0]"
263753,2022-02-15,0,0.0,0
263754,2022-02-15,0,3.37,"(0.0, 5.0]"
263755,2022-02-15,0,1.25,"(0.0, 5.0]"
263756,2022-02-15,0,2.2,"(0.0, 5.0]"
263757,2022-02-15,0,0.0,0
263758,2022-02-15,0,0.18,"(0.0, 5.0]"
263759,2022-02-15,1,59.37,"(50.0, 60.0]"
263760,2022-02-15,0,0.0,0
263761,2022-02-15,0,0.0,0
263762,2022-02-15,0,0.0,0
263763,2022-02-15,0,0.08,"(0.0, 5.0]"
263764,2022-02-15,0,0.0,0
263765,2022-02-15,0,1.75,"(0.0, 5.0]"
263766,2022-02-15,0,151.07,"(120.0, 240.0]"
263767,2022-02-15,0,38.48,"(30.0, 40.0]"
263768,2022-02-15,0,46.010000000000005,"(40.0, 50.0]"
263769,2022-02-15,0,0.0,0
263770,2022-02-15,0,48.349999999999994,"(40.0, 50.0]"
263771,2022-02-15,0,0.35,"(0.0, 5.0]"
263772,2022-02-15,0,0.0,0
263773,2022-02-15,0,0.0,0
263774,2022-02-15,0,3.63,"(0.0, 5.0]"
263775,2022-02-15,0,0.0,0
263776,2022-02-15,1,18.73,"(15.0, 20.0]"
263777,2022-02-15,0,0.0,0
263778,2022-02-15,0,0.9,"(0.0, 5.0]"
263779,2022-02-15,0,45.33,"(40.0, 50.0]"
263780,2022-02-15,0,14.85,"(10.0, 15.0]"
263781,2022-02-15,0,1.82,"(0.0, 5.0]"
263782,2022-02-15,0,42.07,"(40.0, 50.0]"
263783,2022-02-15,1,19.68,"(15.0, 20.0]"
263784,2022-02-15,0,0.0,0
263785,2022-02-15,0,2.17,"(0.0, 5.0]"
263786,2022-02-15,1,252.46999999999997,"(240.0, 480.0]"
263787,2022-02-15,0,12.8,"(10.0, 15.0]"
263788,2022-02-15,0,12.93,"(10.0, 15.0]"
263789,2022-02-15,0,0.0,0
263790,2022-02-15,0,0.0,0
263791,2022-02-15,1,143.19,"(120.0, 240.0]"
263792,2022-02-15,0,0.0,0
263793,2022-02-15,0,0.0,0
263794,2022-02-15,0,0.0,0
263795,2022-02-15,0,12.12,"(10.0, 15.0]"
263796,2022-02-15,0,0.0,0
263797,2022-02-15,0,0.0,0
263798,2022-02-15,1,30.82,"(30.0, 40.0]"
263799,2022-02-15,0,11.4,"(10.0, 15.0]"
263800,2022-02-15,0,0.15,"(0.0, 5.0]"
263801,2022-02-15,0,15.100000000000001,"(15.0, 20.0]"
263802,2022-02-15,0,0.0,0
263803,2022-02-15,0,0.0,0
263804,2022-02-15,0,0.0,0
263805,2022-02-15,0,0.38,"(0.0, 5.0]"
263806,2022-02-16,0,0.0,0
263807,2022-02-16,0,53.66,"(50.0, 60.0]"
263808,2022-02-16,0,0.0,0
263809,2022-02-16,0,0.0,0
263810,2022-02-16,0,0.0,0
263811,2022-02-16,0,0.0,0
263812,2022-02-16,0,0.0,0
263813,2022-02-16,0,0.0,0
263814,2022-02-16,0,19.1,"(15.0, 20.0]"
263815,2022-02-16,0,0.0,0
263816,2022-02-16,0,1.48,"(0.0, 5.0]"
263817,2022-02-16,0,0.2,"(0.0, 5.0]"
263818,2022-02-16,0,0.0,0
263819,2022-02-16,0,0.0,0
263820,2022-02-16,0,0.0,0
263821,2022-02-16,0,0.0,0
263822,2022-02-16,0,87.77000000000001,"(80.0, 90.0]"
263823,2022-02-16,0,27.28,"(25.0, 30.0]"
263824,2022-02-16,0,0.7,"(0.0, 5.0]"
263825,2022-02-16,1,62.23,"(60.0, 70.0]"
263826,2022-02-16,0,0.28,"(0.0, 5.0]"
263827,2022-02-16,0,0.0,0
263828,2022-02-16,0,0.0,0
263829,2022-02-16,0,57.08,"(50.0, 60.0]"
263830,2022-02-16,0,0.05,"(0.0, 5.0]"
263831,2022-02-16,0,0.0,0
263832,2022-02-16,0,1.43,"(0.0, 5.0]"
263833,2022-02-16,0,0.0,0
263834,2022-02-16,0,0.67,"(0.0, 5.0]"
263835,2022-02-16,0,1.93,"(0.0, 5.0]"
263836,2022-02-16,0,0.0,0
263837,2022-02-16,0,0.0,0
263838,2022-02-16,0,9.27,"(5.0, 10.0]"
263839,2022-02-16,0,0.0,0
263840,2022-02-16,0,0.0,0
263841,2022-02-16,0,0.5,"(0.0, 5.0]"
263842,2022-02-16,1,118.0,"(110.0, 120.0]"
263843,2022-02-16,0,0.0,0
263844,2022-02-16,0,0.0,0
263845,2022-02-16,1,101.63,"(100.0, 110.0]"
263846,2022-02-16,0,0.0,0
263847,2022-02-16,0,0.0,0
263848,2022-02-16,0,0.0,0
263849,2022-02-16,0,0.0,0
263850,2022-02-16,0,0.0,0
263851,2022-02-16,0,43.31,"(40.0, 50.0]"
263852,2022-02-16,0,0.0,0
263853,2022-02-16,0,0.0,0
263854,2022-02-16,0,0.0,0
263855,2022-02-16,0,20.18,"(20.0, 25.0]"
263856,2022-02-16,0,0.0,0
263857,2022-02-16,0,0.0,0
263858,2022-02-16,0,0.0,0
263859,2022-02-16,1,0.0,0
263860,2022-02-16,0,9.05,"(5.0, 10.0]"
263862,2022-02-16,0,0.45,"(0.0, 5.0]"
263863,2022-02-16,0,0.0,0
263864,2022-02-16,0,0.0,0
263865,2022-02-16,0,0.0,0
263866,2022-02-16,0,0.0,0
263867,2022-02-16,0,0.0,0
263868,2022-02-16,0,0.0,0
263869,2022-02-16,0,0.0,0
263870,2022-02-16,0,0.0,0
263871,2022-02-16,0,0.0,0
263872,2022-02-16,0,0.0,0
263873,2022-02-16,0,0.0,0
263874,2022-02-16,0,35.8,"(30.0, 40.0]"
263875,2022-02-16,0,97.07000000000001,"(90.0, 100.0]"
263876,2022-02-16,0,0.0,0
263877,2022-02-16,0,0.08,"(0.0, 5.0]"
263878,2022-02-16,0,4.12,"(0.0, 5.0]"
263879,2022-02-16,0,88.19999999999999,"(80.0, 90.0]"
263880,2022-02-16,0,0.0,0
263881,2022-02-16,0,0.0,0
263882,2022-02-16,0,0.0,0
263883,2022-02-16,0,0.0,0
263884,2022-02-16,0,1.2,"(0.0, 5.0]"
263885,2022-02-16,0,35.62,"(30.0, 40.0]"
263886,2022-02-16,0,10.1,"(10.0, 15.0]"
263887,2022-02-16,0,0.0,0
263888,2022-02-16,1,155.03,"(120.0, 240.0]"
263889,2022-02-16,0,145.42999999999998,"(120.0, 240.0]"
263890,2022-02-16,0,0.0,0
263891,2022-02-16,0,55.519999999999996,"(50.0, 60.0]"
263892,2022-02-16,0,0.0,0
263893,2022-02-16,0,65.33,"(60.0, 70.0]"
263894,2022-02-16,0,0.37,"(0.0, 5.0]"
263895,2022-02-16,0,6.6,"(5.0, 10.0]"
263896,2022-02-16,0,6.78,"(5.0, 10.0]"
263897,2022-02-16,0,0.0,0
263898,2022-02-16,0,11.35,"(10.0, 15.0]"
263899,2022-02-16,0,0.0,0
263900,2022-02-16,0,2.92,"(0.0, 5.0]"
263901,2022-02-16,0,0.0,0
263902,2022-02-16,0,0.0,0
263903,2022-02-16,0,6.55,"(5.0, 10.0]"
263904,2022-02-16,0,0.22,"(0.0, 5.0]"
263905,2022-02-16,0,0.0,0
263906,2022-02-16,0,2.3899999999999997,"(0.0, 5.0]"
263907,2022-02-16,0,36.1,"(30.0, 40.0]"
263908,2022-02-16,0,36.9,"(30.0, 40.0]"
263909,2022-02-17,0,0.0,0
263910,2022-02-17,0,0.0,0
263911,2022-02-17,0,20.02,"(20.0, 25.0]"
263912,2022-02-17,0,0.0,0
263913,2022-02-17,1,44.05,"(40.0, 50.0]"
263914,2022-02-17,0,0.0,0
263915,2022-02-17,0,30.990000000000002,"(30.0, 40.0]"
263916,2022-02-17,0,0.0,0
263917,2022-02-17,0,0.0,0
263918,2022-02-17,0,7.47,"(5.0, 10.0]"
263919,2022-02-17,0,0.0,0
263920,2022-02-17,1,155.10000000000002,"(120.0, 240.0]"
263921,2022-02-17,0,0.0,0
263922,2022-02-17,0,4.43,"(0.0, 5.0]"
263923,2022-02-17,0,0.0,0
263924,2022-02-17,0,0.73,"(0.0, 5.0]"
263925,2022-02-17,0,0.0,0
263926,2022-02-17,0,0.0,0
263927,2022-02-17,0,1.38,"(0.0, 5.0]"
263928,2022-02-17,0,0.0,0
263929,2022-02-17,0,3.0,"(0.0, 5.0]"
263930,2022-02-17,0,0.0,0
263931,2022-02-17,0,0.53,"(0.0, 5.0]"
263932,2022-02-17,0,0.0,0
263933,2022-02-17,1,10.54,"(10.0, 15.0]"
263934,2022-02-17,1,113.15,"(110.0, 120.0]"
263936,2022-02-17,0,0.0,0
263937,2022-02-17,0,0.12,"(0.0, 5.0]"
263938,2022-02-17,0,8.88,"(5.0, 10.0]"
263939,2022-02-17,0,11.45,"(10.0, 15.0]"
263940,2022-02-17,0,0.0,0
263941,2022-02-17,1,0.0,0
263942,2022-02-17,1,216.66,"(120.0, 240.0]"
263943,2022-02-17,0,78.3,"(70.0, 80.0]"
263944,2022-02-17,0,0.0,0
263945,2022-02-17,0,0.0,0
263946,2022-02-17,0,3.33,"(0.0, 5.0]"
263947,2022-02-17,0,0.0,0
263948,2022-02-17,0,11.1,"(10.0, 15.0]"
263949,2022-02-17,0,0.0,0
263950,2022-02-17,0,29.04,"(25.0, 30.0]"
263951,2022-02-17,0,0.0,0
263952,2022-02-17,0,0.0,0
263953,2022-02-17,0,0.0,0
263954,2022-02-17,0,46.0,"(40.0, 50.0]"
263955,2022-02-17,0,0.0,0
263956,2022-02-17,0,0.0,0
263957,2022-02-17,0,0.0,0
263958,2022-02-17,0,36.75000000000001,"(30.0, 40.0]"
263959,2022-02-17,0,0.0,0
263960,2022-02-17,0,12.07,"(10.0, 15.0]"
263961,2022-02-17,0,0.0,0
263962,2022-02-17,0,0.0,0
263963,2022-02-17,0,3.35,"(0.0, 5.0]"
263964,2022-02-17,0,0.0,0
263965,2022-02-17,0,0.0,0
263966,2022-02-17,0,0.0,0
263967,2022-02-17,0,0.72,"(0.0, 5.0]"
263968,2022-02-17,0,1.65,"(0.0, 5.0]"
263969,2022-02-17,0,47.769999999999996,"(40.0, 50.0]"
263970,2022-02-17,0,5.95,"(5.0, 10.0]"
263971,2022-02-17,0,1.69,"(0.0, 5.0]"
263972,2022-02-17,0,0.0,0
263973,2022-02-17,0,9.999999999999998,"(5.0, 10.0]"
263974,2022-02-17,0,8.19,"(5.0, 10.0]"
263975,2022-02-17,0,0.0,0
263976,2022-02-17,0,13.77,"(10.0, 15.0]"
263977,2022-02-17,0,0.0,0
263978,2022-02-17,0,5.48,"(5.0, 10.0]"
263979,2022-02-17,0,0.0,0
263980,2022-02-17,0,0.33,"(0.0, 5.0]"
263981,2022-02-17,0,0.0,0
263982,2022-02-17,0,0.0,0
263983,2022-02-17,0,0.43,"(0.0, 5.0]"
263984,2022-02-17,0,9.38,"(5.0, 10.0]"
263985,2022-02-17,0,0.68,"(0.0, 5.0]"
263986,2022-02-17,0,0.0,0
263987,2022-02-17,0,0.0,0
263988,2022-02-17,0,0.0,0
263989,2022-02-17,0,0.0,0
263990,2022-02-17,0,0.0,0
263991,2022-02-17,0,0.0,0
263992,2022-02-17,0,33.85,"(30.0, 40.0]"
263993,2022-02-17,0,0.48,"(0.0, 5.0]"
263994,2022-02-17,0,0.0,0
263995,2022-02-17,0,0.0,0
263996,2022-02-17,0,0.0,0
263997,2022-02-17,0,0.0,0
263998,2022-02-17,0,125.47999999999999,"(120.0, 240.0]"
263999,2022-02-17,0,0.0,0
264000,2022-02-17,0,0.0,0
264001,2022-02-17,0,0.0,0
264002,2022-02-17,0,0.0,0
264003,2022-02-17,0,4.22,"(0.0, 5.0]"
264004,2022-02-17,0,0.0,0
264005,2022-02-17,0,40.22,"(40.0, 50.0]"
264006,2022-02-17,0,0.0,0
264007,2022-02-17,0,0.38,"(0.0, 5.0]"
264008,2022-02-17,0,4.02,"(0.0, 5.0]"
264009,2022-02-17,0,0.0,0
264010,2022-02-17,0,44.95,"(40.0, 50.0]"
264011,2022-02-17,0,0.0,0
264012,2022-02-17,0,55.14,"(50.0, 60.0]"
264013,2022-02-17,0,0.3,"(0.0, 5.0]"
264014,2022-02-17,0,0.0,0
264015,2022-02-17,0,0.15,"(0.0, 5.0]"
264016,2022-02-17,0,11.0,"(10.0, 15.0]"
264017,2022-02-17,0,0.0,0
264018,2022-02-17,0,0.0,0
264019,2022-02-17,0,0.0,0
264020,2022-02-17,0,3.9899999999999998,"(0.0, 5.0]"
264021,2022-02-17,0,0.0,0
264022,2022-02-17,0,0.0,0
264023,2022-02-17,0,146.3,"(120.0, 240.0]"
264024,2022-02-17,0,149.59,"(120.0, 240.0]"
264025,2022-02-17,0,0.0,0
264026,2022-02-17,0,0.0,0
264027,2022-02-17,0,0.0,0
264028,2022-02-17,0,0.0,0
264029,2022-02-17,0,0.1,"(0.0, 5.0]"
264030,2022-02-17,0,0.42,"(0.0, 5.0]"
264031,2022-02-17,0,0.0,0
264032,2022-02-17,0,0.12,"(0.0, 5.0]"
264033,2022-02-17,0,57.24,"(50.0, 60.0]"
264034,2022-02-17,0,0.0,0
264035,2022-02-17,0,44.87,"(40.0, 50.0]"
264036,2022-02-17,0,0.0,0
264037,2022-02-17,0,0.0,0
264038,2022-02-17,0,0.0,0
264039,2022-02-17,0,34.93,"(30.0, 40.0]"
264040,2022-02-17,0,1.27,"(0.0, 5.0]"
264041,2022-02-17,0,0.0,0
264042,2022-02-17,0,0.0,0
264043,2022-02-17,0,0.0,0
264044,2022-02-17,0,0.0,0
264045,2022-02-17,0,22.82,"(20.0, 25.0]"
264046,2022-02-17,0,0.0,0
264047,2022-02-17,0,0.22,"(0.0, 5.0]"
264048,2022-02-17,0,0.0,0
264049,2022-02-17,1,6.55,"(5.0, 10.0]"
264050,2022-02-17,0,0.0,0
264051,2022-02-17,0,0.0,0
264052,2022-02-17,0,38.27,"(30.0, 40.0]"
264053,2022-02-17,0,0.0,0
264054,2022-02-17,0,0.0,0
264055,2022-02-18,0,13.07,"(10.0, 15.0]"
264056,2022-02-18,0,28.39,"(25.0, 30.0]"
264057,2022-02-18,0,0.0,0
264058,2022-02-18,0,0.0,0
264059,2022-02-18,0,15.95,"(15.0, 20.0]"
264060,2022-02-18,0,0.0,0
264061,2022-02-18,0,1.05,"(0.0, 5.0]"
264062,2022-02-18,0,16.37,"(15.0, 20.0]"
264063,2022-02-18,0,0.0,0
264064,2022-02-18,0,1.45,"(0.0, 5.0]"
264065,2022-02-18,0,0.0,0
264066,2022-02-18,0,0.28,"(0.0, 5.0]"
264067,2022-02-18,0,1.43,"(0.0, 5.0]"
264068,2022-02-18,0,28.95,"(25.0, 30.0]"
264069,2022-02-18,0,0.0,0
264070,2022-02-18,0,0.0,0
264071,2022-02-18,0,0.0,0
264072,2022-02-18,0,2.45,"(0.0, 5.0]"
264073,2022-02-18,0,0.0,0
264074,2022-02-18,0,0.0,0
264075,2022-02-18,0,0.0,0
264076,2022-02-18,1,175.15,"(120.0, 240.0]"
264077,2022-02-18,0,3.77,"(0.0, 5.0]"
264078,2022-02-18,0,0.0,0
264079,2022-02-18,0,34.66,"(30.0, 40.0]"
264080,2022-02-18,0,1.95,"(0.0, 5.0]"
264081,2022-02-18,1,38.63,"(30.0, 40.0]"
264082,2022-02-18,0,0.0,0
264083,2022-02-18,0,18.82,"(15.0, 20.0]"
264084,2022-02-18,0,82.34,"(80.0, 90.0]"
264085,2022-02-18,0,0.0,0
264086,2022-02-18,0,0.0,0
264087,2022-02-18,0,0.0,0
264088,2022-02-18,0,1.85,"(0.0, 5.0]"
264089,2022-02-18,0,0.0,0
264090,2022-02-18,0,26.17,"(25.0, 30.0]"
264091,2022-02-18,0,0.0,0
264092,2022-02-18,0,0.0,0
264093,2022-02-18,0,0.0,0
264094,2022-02-18,0,0.0,0
264095,2022-02-18,0,0.1,"(0.0, 5.0]"
264096,2022-02-18,0,19.380000000000003,"(15.0, 20.0]"
264097,2022-02-18,0,10.080000000000002,"(10.0, 15.0]"
264098,2022-02-18,0,4.28,"(0.0, 5.0]"
264099,2022-02-18,0,0.95,"(0.0, 5.0]"
264100,2022-02-18,0,0.8099999999999999,"(0.0, 5.0]"
264101,2022-02-18,0,0.0,0
264102,2022-02-18,0,4.42,"(0.0, 5.0]"
264103,2022-02-18,0,0.0,0
264104,2022-02-18,0,10.53,"(10.0, 15.0]"
264105,2022-02-18,0,0.0,0
264106,2022-02-18,0,0.0,0
264107,2022-02-18,0,13.65,"(10.0, 15.0]"
264108,2022-02-18,0,0.78,"(0.0, 5.0]"
264109,2022-02-18,0,0.0,0
264110,2022-02-18,0,0.0,0
264111,2022-02-18,0,6.68,"(5.0, 10.0]"
264112,2022-02-18,0,0.0,0
264113,2022-02-18,0,0.0,0
264114,2022-02-18,0,25.869999999999997,"(25.0, 30.0]"
264115,2022-02-18,0,48.470000000000006,"(40.0, 50.0]"
264116,2022-02-18,0,11.15,"(10.0, 15.0]"
264117,2022-02-18,0,0.0,0
264118,2022-02-18,1,12.71,"(10.0, 15.0]"
264119,2022-02-18,0,1.53,"(0.0, 5.0]"
264120,2022-02-18,0,0.6,"(0.0, 5.0]"
264121,2022-02-18,0,2.22,"(0.0, 5.0]"
264122,2022-02-18,0,0.0,0
264123,2022-02-18,0,0.0,0
264124,2022-02-18,0,0.0,0
264125,2022-02-18,0,0.0,0
264126,2022-02-18,0,65.47,"(60.0, 70.0]"
264127,2022-02-18,0,0.0,0
264128,2022-02-18,0,0.75,"(0.0, 5.0]"
264129,2022-02-18,0,0.0,0
264130,2022-02-18,0,38.35,"(30.0, 40.0]"
264131,2022-02-18,1,132.31,"(120.0, 240.0]"
264132,2022-02-18,0,0.0,0
264133,2022-02-18,0,0.0,0
264134,2022-02-18,0,0.0,0
264135,2022-02-18,0,45.5,"(40.0, 50.0]"
264136,2022-02-18,0,0.4,"(0.0, 5.0]"
264137,2022-02-18,0,2.53,"(0.0, 5.0]"
264138,2022-02-18,0,0.0,0
264139,2022-02-18,0,6.75,"(5.0, 10.0]"
264140,2022-02-18,0,11.02,"(10.0, 15.0]"
264141,2022-02-18,1,0.0,0
264142,2022-02-18,0,0.0,0
264143,2022-02-18,0,0.0,0
264144,2022-02-18,0,3.05,"(0.0, 5.0]"
264145,2022-02-18,0,23.9,"(20.0, 25.0]"
264146,2022-02-18,1,55.65,"(50.0, 60.0]"
264147,2022-02-18,0,1.68,"(0.0, 5.0]"
264148,2022-02-18,0,46.67,"(40.0, 50.0]"
264149,2022-02-18,0,0.0,0
264150,2022-02-18,0,0.0,0
264151,2022-02-18,0,15.65,"(15.0, 20.0]"
264152,2022-02-18,0,0.33,"(0.0, 5.0]"
264153,2022-02-18,0,1.7,"(0.0, 5.0]"
264154,2022-02-18,0,0.1,"(0.0, 5.0]"
264155,2022-02-18,0,8.4,"(5.0, 10.0]"
264156,2022-02-18,0,0.0,0
264157,2022-02-18,0,32.14,"(30.0, 40.0]"
264158,2022-02-18,0,139.92000000000002,"(120.0, 240.0]"
264159,2022-02-18,0,40.589999999999996,"(40.0, 50.0]"
264161,2022-02-18,0,0.0,0
264162,2022-02-18,0,0.0,0
264163,2022-02-18,0,0.0,0
264164,2022-02-18,0,0.0,0
264165,2022-02-18,0,55.92,"(50.0, 60.0]"
264166,2022-02-18,0,0.23,"(0.0, 5.0]"
264167,2022-02-18,1,0.0,0
264168,2022-02-18,0,4.15,"(0.0, 5.0]"
264169,2022-02-18,0,0.0,0
264170,2022-02-18,0,10.85,"(10.0, 15.0]"
264171,2022-02-18,0,0.0,0
264172,2022-02-18,0,0.0,0
264173,2022-02-18,0,13.129999999999999,"(10.0, 15.0]"
264174,2022-02-18,0,0.0,0
264175,2022-02-18,0,0.0,0
264176,2022-02-18,0,0.0,0
264177,2022-02-18,0,0.0,0
264178,2022-02-19,0,0.9,"(0.0, 5.0]"
264179,2022-02-19,0,6.53,"(5.0, 10.0]"
264180,2022-02-19,0,0.0,0
264181,2022-02-19,0,0.0,0
264182,2022-02-19,0,0.0,0
264183,2022-02-19,0,0.0,0
264184,2022-02-19,0,1.2000000000000002,"(0.0, 5.0]"
264185,2022-02-19,0,6.26,"(5.0, 10.0]"
264186,2022-02-19,0,0.0,0
264187,2022-02-19,0,0.0,0
264188,2022-02-19,0,0.47,"(0.0, 5.0]"
264189,2022-02-19,0,0.0,0
264190,2022-02-19,0,0.0,0
264191,2022-02-19,0,0.0,0
264192,2022-02-19,0,6.779999999999999,"(5.0, 10.0]"
264193,2022-02-19,0,0.0,0
264194,2022-02-19,0,3.77,"(0.0, 5.0]"
264195,2022-02-19,0,0.0,0
264196,2022-02-19,0,0.0,0
264197,2022-02-19,0,8.27,"(5.0, 10.0]"
264198,2022-02-19,0,0.0,0
264199,2022-02-19,0,0.0,0
264200,2022-02-19,0,1.73,"(0.0, 5.0]"
264201,2022-02-19,0,57.349999999999994,"(50.0, 60.0]"
264202,2022-02-19,0,0.0,0
264203,2022-02-19,0,0.65,"(0.0, 5.0]"
264204,2022-02-19,0,0.1,"(0.0, 5.0]"
264205,2022-02-19,0,0.0,0
264206,2022-02-19,0,0.5,"(0.0, 5.0]"
264207,2022-02-19,0,12.05,"(10.0, 15.0]"
