"student_id","date_registered","onboarded"
"269817","2022-04-06","0"
"269818","2022-04-06","1"
"269819","2022-04-06","1"
"269820","2022-04-06","0"
"269821","2022-04-06","0"
"269822","2022-04-06","0"
"269823","2022-04-06","0"
"269824","2022-04-06","0"
"269825","2022-04-06","0"
"269826","2022-04-06","0"
"269827","2022-04-06","1"
"269828","2022-04-06","0"
"269829","2022-04-06","0"
"269830","2022-04-06","0"
"269831","2022-04-06","0"
"269832","2022-04-06","1"
"269833","2022-04-06","0"
"269834","2022-04-06","0"
"269835","2022-04-06","1"
"269836","2022-04-06","0"
"269837","2022-04-06","0"
"269838","2022-04-06","1"
"269839","2022-04-06","0"
"269840","2022-04-06","1"
"269841","2022-04-06","1"
"269842","2022-04-06","0"
"269843","2022-04-06","1"
"269844","2022-04-06","1"
"269845","2022-04-06","0"
"269846","2022-04-06","0"
"269847","2022-04-06","1"
"269848","2022-04-06","1"
"269849","2022-04-06","0"
"269850","2022-04-06","0"
"269851","2022-04-06","1"
"269852","2022-04-06","1"
"269853","2022-04-06","1"
"269854","2022-04-06","0"
"269855","2022-04-06","1"
"269856","2022-04-06","0"
"269857","2022-04-06","1"
"269858","2022-04-06","1"
"269859","2022-04-06","0"
"269860","2022-04-06","0"
"269861","2022-04-06","0"
"269862","2022-04-06","1"
"269863","2022-04-06","1"
"269864","2022-04-06","1"
"269865","2022-04-06","0"
"269866","2022-04-06","0"
"269867","2022-04-06","1"
"269868","2022-04-06","1"
"269869","2022-04-06","1"
"269870","2022-04-06","1"
"269871","2022-04-06","0"
"269872","2022-04-06","1"
"269873","2022-04-06","0"
"269874","2022-04-06","1"
"269875","2022-04-06","0"
"269876","2022-04-06","1"
"269877","2022-04-06","1"
"269878","2022-04-06","1"
"269879","2022-04-06","1"
"269880","2022-04-06","0"
"269881","2022-04-06","0"
"269882","2022-04-06","0"
"269883","2022-04-06","0"
"269884","2022-04-06","0"
"269885","2022-04-06","1"
"269886","2022-04-06","1"
"269887","2022-04-06","1"
"269888","2022-04-06","0"
"269889","2022-04-07","0"
"269890","2022-04-07","0"
"269891","2022-04-07","0"
"269892","2022-04-07","0"
"269893","2022-04-07","0"
"269894","2022-04-07","1"
"269895","2022-04-07","1"
"269896","2022-04-07","1"
"269897","2022-04-07","0"
"269898","2022-04-07","1"
"269899","2022-04-07","1"
"269900","2022-04-07","0"
"269901","2022-04-07","0"
"269902","2022-04-07","0"
"269903","2022-04-07","0"
"269904","2022-04-07","0"
"269905","2022-04-07","0"
"269906","2022-04-07","1"
"269907","2022-04-07","1"
"269908","2022-04-07","0"
"269909","2022-04-07","0"
"269910","2022-04-07","0"
"269911","2022-04-07","0"
"269912","2022-04-07","1"
"269913","2022-04-07","0"
"269914","2022-04-07","1"
"269915","2022-04-07","1"
"269916","2022-04-07","1"
"269917","2022-04-07","0"
"269918","2022-04-07","1"
"269919","2022-04-07","1"
"269920","2022-04-07","1"
"269921","2022-04-07","0"
"269922","2022-04-07","1"
"269923","2022-04-07","0"
"269924","2022-04-07","1"
"269925","2022-04-07","1"
"269926","2022-04-07","1"
"269927","2022-04-07","0"
"269928","2022-04-07","1"
"269929","2022-04-07","0"
"269930","2022-04-07","1"
"269931","2022-04-07","1"
"269932","2022-04-07","0"
"269933","2022-04-07","0"
"269934","2022-04-07","1"
"269935","2022-04-07","0"
"269936","2022-04-07","0"
"269937","2022-04-07","1"
"269938","2022-04-07","0"
"269939","2022-04-07","0"
"269940","2022-04-07","0"
"269941","2022-04-07","0"
"269942","2022-04-07","1"
"269943","2022-04-07","1"
"269944","2022-04-07","0"
"269945","2022-04-07","1"
"269946","2022-04-07","0"
"269947","2022-04-07","1"
"269948","2022-04-07","1"
"269949","2022-04-07","0"
"269950","2022-04-07","1"
"269951","2022-04-07","1"
"269952","2022-04-07","0"
"269953","2022-04-07","0"
"269954","2022-04-07","0"
"269955","2022-04-07","0"
"269956","2022-04-07","1"
"269957","2022-04-07","1"
"269958","2022-04-07","0"
"269959","2022-04-07","1"
"269960","2022-04-07","1"
"269961","2022-04-07","1"
"269962","2022-04-07","1"
"269963","2022-04-07","1"
"269964","2022-04-07","0"
"269965","2022-04-07","0"
"269966","2022-04-07","1"
"269967","2022-04-07","1"
"269968","2022-04-07","0"
"269969","2022-04-07","0"
"269970","2022-04-07","0"
"269971","2022-04-07","1"
"269972","2022-04-07","0"
"269973","2022-04-07","0"
"269974","2022-04-07","1"
"269975","2022-04-07","1"
"269976","2022-04-07","1"
"269977","2022-04-07","0"
"269978","2022-04-07","1"
"269979","2022-04-07","1"
"269980","2022-04-07","0"
"269981","2022-04-07","1"
"269982","2022-04-07","0"
"269983","2022-04-07","0"
"269984","2022-04-07","1"
"269985","2022-04-07","0"
"269986","2022-04-07","0"
"269987","2022-04-07","0"
"269988","2022-04-07","1"
"269989","2022-04-07","0"
"269990","2022-04-07","0"
"269991","2022-04-07","0"
"269992","2022-04-07","1"
"269993","2022-04-07","0"
"269994","2022-04-07","0"
"269995","2022-04-07","0"
"269996","2022-04-07","1"
"269997","2022-04-07","1"
"269998","2022-04-07","0"
"269999","2022-04-07","0"
"270000","2022-04-07","1"
"270001","2022-04-07","0"
"270002","2022-04-07","0"
"270003","2022-04-07","1"
"270004","2022-04-07","1"
"270005","2022-04-07","0"
"270006","2022-04-07","1"
"270007","2022-04-07","1"
"270008","2022-04-07","0"
"270009","2022-04-07","1"
"270010","2022-04-07","0"
"270011","2022-04-07","0"
"270012","2022-04-07","1"
"270013","2022-04-07","1"
"270014","2022-04-07","1"
"270015","2022-04-08","0"
"270016","2022-04-08","1"
"270017","2022-04-08","1"
"270018","2022-04-08","1"
"270019","2022-04-08","1"
"270020","2022-04-08","0"
"270021","2022-04-08","1"
"270022","2022-04-08","1"
"270023","2022-04-08","0"
"270024","2022-04-08","0"
"270025","2022-04-08","1"
"270026","2022-04-08","0"
"270027","2022-04-08","0"
"270028","2022-04-08","0"
"270029","2022-04-08","1"
"270030","2022-04-08","0"
"270031","2022-04-08","1"
"270032","2022-04-08","1"
"270033","2022-04-08","0"
"270034","2022-04-08","0"
"270035","2022-04-08","1"
"270036","2022-04-08","1"
"270037","2022-04-08","1"
"270038","2022-04-08","1"
"270039","2022-04-08","1"
"270040","2022-04-08","0"
"270041","2022-04-08","0"
"270042","2022-04-08","1"
"270043","2022-04-08","1"
"270044","2022-04-08","1"
"270045","2022-04-08","1"
"270046","2022-04-08","1"
"270047","2022-04-08","1"
"270048","2022-04-08","0"
"270049","2022-04-08","0"
"270050","2022-04-08","0"
"270051","2022-04-08","0"
"270052","2022-04-08","1"
"270053","2022-04-08","0"
"270054","2022-04-08","0"
"270055","2022-04-08","0"
"270056","2022-04-08","1"
"270057","2022-04-08","0"
"270058","2022-04-08","1"
"270059","2022-04-08","1"
"270060","2022-04-08","1"
"270061","2022-04-08","0"
"270062","2022-04-08","1"
"270063","2022-04-08","0"
"270064","2022-04-08","0"
"270065","2022-04-08","1"
"270066","2022-04-08","1"
"270067","2022-04-08","0"
"270068","2022-04-08","1"
"270069","2022-04-08","1"
"270070","2022-04-08","1"
"270071","2022-04-08","0"
"270072","2022-04-08","1"
"270073","2022-04-08","0"
"270074","2022-04-08","1"
"270075","2022-04-08","1"
"270076","2022-04-08","1"
"270077","2022-04-08","0"
"270078","2022-04-08","1"
"270079","2022-04-08","1"
"270080","2022-04-08","0"
"270081","2022-04-08","1"
"270082","2022-04-08","0"
"270083","2022-04-08","0"
"270084","2022-04-08","0"
"270085","2022-04-08","0"
"270086","2022-04-08","0"
"270087","2022-04-08","0"
"270088","2022-04-08","1"
"270089","2022-04-08","0"
"270090","2022-04-08","1"
"270091","2022-04-08","1"
"270092","2022-04-08","0"
"270093","2022-04-08","0"
"270094","2022-04-08","0"
"270095","2022-04-08","1"
"270096","2022-04-08","0"
"270097","2022-04-08","0"
"270098","2022-04-08","1"
"270099","2022-04-08","0"
"270100","2022-04-08","1"
"270101","2022-04-08","0"
"270102","2022-04-08","1"
"270103","2022-04-08","1"
"270104","2022-04-08","0"
"270105","2022-04-08","0"
"270106","2022-04-08","0"
"270107","2022-04-08","0"
"270108","2022-04-08","1"
"270109","2022-04-08","1"
"270110","2022-04-08","0"
"270111","2022-04-08","1"
"270112","2022-04-08","1"
"270113","2022-04-08","0"
"270114","2022-04-08","0"
"270116","2022-04-08","0"
"270117","2022-04-08","1"
"270118","2022-04-08","1"
"270119","2022-04-08","0"
"270120","2022-04-08","0"
"270121","2022-04-08","1"
"270122","2022-04-08","0"
"270123","2022-04-08","0"
"270124","2022-04-08","1"
"270125","2022-04-08","0"
"270126","2022-04-08","0"
"270127","2022-04-08","0"
"270128","2022-04-08","1"
"270129","2022-04-08","1"
"270130","2022-04-08","0"
"270131","2022-04-08","0"
"270132","2022-04-08","1"
"270133","2022-04-08","0"
"270134","2022-04-08","0"
"270135","2022-04-08","1"
"270136","2022-04-08","1"
"270137","2022-04-08","1"
"270138","2022-04-08","0"
"270139","2022-04-08","0"
"270140","2022-04-08","0"
"270141","2022-04-08","0"
"270142","2022-04-08","1"
"270143","2022-04-08","0"
"270144","2022-04-08","0"
"270145","2022-04-08","0"
"270146","2022-04-08","0"
"270147","2022-04-08","0"
"270148","2022-04-08","0"
"270149","2022-04-08","0"
"270150","2022-04-08","1"
"270151","2022-04-08","0"
"270152","2022-04-08","1"
"270153","2022-04-08","1"
"270154","2022-04-09","0"
"270155","2022-04-09","1"
"270156","2022-04-09","1"
"270157","2022-04-09","0"
"270158","2022-04-09","0"
"270159","2022-04-09","0"
"270160","2022-04-09","0"
"270161","2022-04-09","0"
"270162","2022-04-09","1"
"270163","2022-04-09","1"
"270164","2022-04-09","0"
"270165","2022-04-09","0"
"270166","2022-04-09","1"
"270167","2022-04-09","0"
"270168","2022-04-09","0"
"270169","2022-04-09","0"
"270170","2022-04-09","0"
"270171","2022-04-09","1"
"270172","2022-04-09","0"
"270173","2022-04-09","1"
"270174","2022-04-09","1"
"270175","2022-04-09","0"
"270176","2022-04-09","0"
"270177","2022-04-09","0"
"270178","2022-04-09","0"
"270179","2022-04-09","1"
"270180","2022-04-09","1"
"270181","2022-04-09","1"
"270182","2022-04-09","1"
"270183","2022-04-09","1"
"270184","2022-04-09","1"
"270185","2022-04-09","0"
"270186","2022-04-09","1"
"270187","2022-04-09","0"
"270188","2022-04-09","1"
"270189","2022-04-09","1"
"270190","2022-04-09","1"
"270191","2022-04-09","0"
"270192","2022-04-09","0"
"270193","2022-04-09","1"
"270194","2022-04-09","0"
"270195","2022-04-09","0"
"270196","2022-04-09","0"
"270197","2022-04-09","1"
"270198","2022-04-09","1"
"270199","2022-04-09","0"
"270200","2022-04-09","0"
"270201","2022-04-09","0"
"270202","2022-04-09","1"
"270203","2022-04-09","0"
"270204","2022-04-09","1"
"270205","2022-04-09","1"
"270206","2022-04-09","0"
"270207","2022-04-09","1"
"270208","2022-04-09","0"
"270209","2022-04-09","0"
"270210","2022-04-09","0"
"270211","2022-04-09","0"
"270212","2022-04-09","0"
"270213","2022-04-09","0"
"270214","2022-04-09","0"
"270215","2022-04-09","0"
"270216","2022-04-09","1"
"270217","2022-04-09","0"
"270218","2022-04-09","1"
"270219","2022-04-09","0"
"270220","2022-04-09","1"
"270221","2022-04-09","0"
"270222","2022-04-09","0"
"270223","2022-04-09","0"
"270224","2022-04-09","1"
"270225","2022-04-09","0"
"270226","2022-04-09","1"
"270227","2022-04-09","0"
"270228","2022-04-09","0"
"270229","2022-04-09","1"
"270230","2022-04-09","1"
"270231","2022-04-09","1"
"270232","2022-04-09","1"
"270233","2022-04-09","0"
"270234","2022-04-09","0"
"270235","2022-04-09","1"
"270236","2022-04-09","0"
"270237","2022-04-09","0"
"270238","2022-04-09","0"
"270239","2022-04-09","0"
"270240","2022-04-09","1"
"270241","2022-04-09","0"
"270242","2022-04-09","1"
"270243","2022-04-09","0"
"270244","2022-04-09","1"
"270245","2022-04-09","1"
"270246","2022-04-09","0"
"270247","2022-04-09","1"
"270248","2022-04-09","1"
"270249","2022-04-09","1"
"270250","2022-04-09","0"
"270251","2022-04-09","0"
"270252","2022-04-09","0"
"270253","2022-04-09","1"
"270254","2022-04-09","1"
"270255","2022-04-09","0"
"270256","2022-04-10","1"
"270257","2022-04-10","0"
"270258","2022-04-10","0"
"270259","2022-04-10","1"
"270260","2022-04-10","0"
"270261","2022-04-10","0"
"270262","2022-04-10","0"
"270263","2022-04-10","1"
"270264","2022-04-10","0"
"270265","2022-04-10","1"
"270266","2022-04-10","1"
"270267","2022-04-10","1"
"270268","2022-04-10","1"
"270269","2022-04-10","1"
"270270","2022-04-10","0"
"270271","2022-04-10","1"
"270272","2022-04-10","0"
"270273","2022-04-10","1"
"270274","2022-04-10","0"
"270275","2022-04-10","1"
"270276","2022-04-10","1"
"270277","2022-04-10","1"
"270278","2022-04-10","1"
"270279","2022-04-10","0"
"270280","2022-04-10","1"
"270281","2022-04-10","0"
"270282","2022-04-10","1"
"270283","2022-04-10","1"
"270284","2022-04-10","1"
"270285","2022-04-10","1"
"270286","2022-04-10","1"
"270287","2022-04-10","0"
"270288","2022-04-10","0"
"270289","2022-04-10","0"
"270290","2022-04-10","0"
"270291","2022-04-10","0"
"270292","2022-04-10","1"
"270293","2022-04-10","0"
"270294","2022-04-10","1"
"270295","2022-04-10","0"
"270296","2022-04-10","1"
"270297","2022-04-10","1"
"270298","2022-04-10","1"
"270299","2022-04-10","1"
"270300","2022-04-10","1"
"270301","2022-04-10","1"
"270302","2022-04-10","1"
"270303","2022-04-10","0"
"270304","2022-04-10","1"
"270305","2022-04-10","1"
"270306","2022-04-10","0"
"270307","2022-04-10","0"
"270308","2022-04-10","1"
"270309","2022-04-10","1"
"270310","2022-04-10","0"
"270311","2022-04-10","1"
"270312","2022-04-10","1"
"270313","2022-04-10","1"
"270314","2022-04-10","0"
"270315","2022-04-10","1"
"270316","2022-04-10","0"
"270317","2022-04-10","0"
"270318","2022-04-10","0"
"270319","2022-04-10","0"
"270320","2022-04-10","0"
"270321","2022-04-10","0"
"270322","2022-04-10","1"
"270323","2022-04-10","0"
"270324","2022-04-10","1"
"270325","2022-04-10","0"
"270326","2022-04-10","0"
"270327","2022-04-10","0"
"270328","2022-04-10","0"
"270329","2022-04-10","0"
"270330","2022-04-10","1"
"270332","2022-04-10","1"
"270333","2022-04-10","0"
"270334","2022-04-10","1"
"270335","2022-04-10","1"
"270336","2022-04-10","0"
"270337","2022-04-10","0"
"270338","2022-04-10","0"
"270339","2022-04-10","1"
"270340","2022-04-10","1"
"270341","2022-04-10","1"
"270343","2022-04-10","1"
"270344","2022-04-10","1"
"270345","2022-04-10","1"
"270346","2022-04-10","0"
"270347","2022-04-10","0"
"270348","2022-04-10","1"
"270349","2022-04-10","1"
"270350","2022-04-10","1"
"270351","2022-04-10","0"
"270352","2022-04-10","1"
"270353","2022-04-10","1"
"270354","2022-04-10","0"
"270355","2022-04-10","1"
"270356","2022-04-10","1"
"270357","2022-04-10","0"
"270358","2022-04-10","0"
"270359","2022-04-10","0"
"270360","2022-04-10","0"
"270361","2022-04-10","0"
"270362","2022-04-10","1"
"270363","2022-04-10","1"
"270364","2022-04-10","1"
"270365","2022-04-10","1"
"270366","2022-04-10","1"
"270367","2022-04-10","1"
"270368","2022-04-10","1"
"270369","2022-04-10","1"
"270370","2022-04-10","0"
"270371","2022-04-10","0"
"270372","2022-04-10","0"
"270373","2022-04-10","1"
"270374","2022-04-10","0"
"270375","2022-04-10","0"
"270376","2022-04-10","0"
"270377","2022-04-10","0"
"270378","2022-04-10","0"
"270379","2022-04-10","1"
"270380","2022-04-10","0"
"270381","2022-04-10","1"
"270382","2022-04-10","1"
"270383","2022-04-10","1"
"270384","2022-04-10","1"
"270385","2022-04-11","1"
"270386","2022-04-11","1"
"270387","2022-04-11","1"
"270388","2022-04-11","1"
"270389","2022-04-11","0"
"270390","2022-04-11","0"
"270391","2022-04-11","0"
"270392","2022-04-11","0"
"270393","2022-04-11","1"
"270394","2022-04-11","0"
"270395","2022-04-11","1"
"270396","2022-04-11","0"
"270397","2022-04-11","0"
"270398","2022-04-11","0"
"270399","2022-04-11","0"
"270400","2022-04-11","0"
"270401","2022-04-11","0"
"270402","2022-04-11","0"
"270403","2022-04-11","1"
"270404","2022-04-11","1"
"270405","2022-04-11","0"
"270406","2022-04-11","0"
"270407","2022-04-11","1"
"270408","2022-04-11","0"
"270409","2022-04-11","1"
"270410","2022-04-11","0"
"270411","2022-04-11","0"
"270412","2022-04-11","1"
"270413","2022-04-11","0"
"270414","2022-04-11","1"
"270415","2022-04-11","0"
"270416","2022-04-11","0"
"270417","2022-04-11","1"
"270418","2022-04-11","1"
"270419","2022-04-11","0"
"270420","2022-04-11","1"
"270421","2022-04-11","1"
"270422","2022-04-11","0"
"270423","2022-04-11","0"
"270424","2022-04-11","0"
"270425","2022-04-11","1"
"270426","2022-04-11","1"
"270427","2022-04-11","0"
"270428","2022-04-11","1"
"270429","2022-04-11","1"
"270430","2022-04-11","0"
"270431","2022-04-11","0"
"270432","2022-04-11","1"
"270433","2022-04-11","1"
"270434","2022-04-11","1"
"270435","2022-04-11","1"
"270436","2022-04-11","1"
"270437","2022-04-11","0"
"270438","2022-04-11","1"
"270439","2022-04-11","1"
"270440","2022-04-11","0"
"270441","2022-04-11","0"
"270442","2022-04-11","1"
"270443","2022-04-11","0"
"270444","2022-04-11","0"
"270445","2022-04-11","0"
"270446","2022-04-11","1"
"270447","2022-04-11","0"
"270448","2022-04-11","1"
"270449","2022-04-11","0"
"270450","2022-04-11","0"
"270451","2022-04-11","0"
"270452","2022-04-11","1"
"270453","2022-04-11","0"
"270454","2022-04-11","0"
"270455","2022-04-11","1"
"270456","2022-04-11","1"
"270457","2022-04-11","0"
"270458","2022-04-11","1"
"270459","2022-04-11","1"
"270460","2022-04-11","1"
"270461","2022-04-11","0"
"270462","2022-04-11","1"
"270463","2022-04-11","1"
"270464","2022-04-11","1"
"270465","2022-04-11","0"
"270466","2022-04-11","1"
"270467","2022-04-11","1"
"270468","2022-04-11","1"
"270469","2022-04-11","0"
"270470","2022-04-11","0"
"270471","2022-04-11","0"
"270472","2022-04-11","1"
"270473","2022-04-11","0"
"270474","2022-04-11","1"
"270475","2022-04-11","1"
"270476","2022-04-11","0"
"270477","2022-04-11","1"
"270478","2022-04-11","0"
"270479","2022-04-11","1"
"270480","2022-04-11","0"
"270481","2022-04-11","0"
"270482","2022-04-11","1"
"270483","2022-04-11","0"
"270484","2022-04-11","1"
"270485","2022-04-11","1"
"270486","2022-04-11","1"
"270487","2022-04-11","0"
"270488","2022-04-11","0"
"270489","2022-04-11","0"
"270490","2022-04-11","0"
"270491","2022-04-11","1"
"270492","2022-04-11","0"
"270493","2022-04-11","1"
"270494","2022-04-11","0"
"270495","2022-04-11","0"
"270496","2022-04-11","1"
"270497","2022-04-11","1"
"270499","2022-04-11","1"
"270500","2022-04-11","0"
"270501","2022-04-11","0"
"270502","2022-04-12","0"
"270503","2022-04-12","1"
"270504","2022-04-12","1"
"270505","2022-04-12","0"
"270506","2022-04-12","0"
"270507","2022-04-12","0"
"270508","2022-04-12","0"
"270509","2022-04-12","1"
"270510","2022-04-12","0"
"270511","2022-04-12","1"
"270512","2022-04-12","1"
"270513","2022-04-12","0"
"270514","2022-04-12","1"
"270515","2022-04-12","0"
"270516","2022-04-12","0"
"270517","2022-04-12","0"
"270518","2022-04-12","0"
"270519","2022-04-12","0"
"270520","2022-04-12","0"
"270521","2022-04-12","1"
"270522","2022-04-12","1"
"270523","2022-04-12","1"
"270524","2022-04-12","0"
"270525","2022-04-12","1"
"270526","2022-04-12","0"
"270527","2022-04-12","1"
"270528","2022-04-12","1"
"270529","2022-04-12","1"
"270530","2022-04-12","1"
"270531","2022-04-12","1"
"270532","2022-04-12","0"
"270533","2022-04-12","0"
"270534","2022-04-12","1"
"270535","2022-04-12","0"
"270536","2022-04-12","1"
"270537","2022-04-12","1"
"270538","2022-04-12","0"
"270539","2022-04-12","1"
"270540","2022-04-12","0"
"270541","2022-04-12","1"
"270542","2022-04-12","1"
"270543","2022-04-12","0"
"270544","2022-04-12","0"
"270545","2022-04-12","0"
"270547","2022-04-12","0"
"270548","2022-04-12","0"
"270549","2022-04-12","0"
"270550","2022-04-12","0"
"270551","2022-04-12","1"
"270552","2022-04-12","0"
"270553","2022-04-12","0"
"270554","2022-04-12","1"
"270555","2022-04-12","1"
"270556","2022-04-12","0"
"270557","2022-04-12","1"
"270558","2022-04-12","1"
"270559","2022-04-12","1"
"270560","2022-04-12","0"
"270561","2022-04-12","0"
"270562","2022-04-12","1"
"270563","2022-04-12","1"
"270564","2022-04-12","1"
"270565","2022-04-12","0"
"270566","2022-04-12","0"
"270567","2022-04-12","0"
"270568","2022-04-12","0"
"270569","2022-04-12","1"
"270570","2022-04-12","1"
"270571","2022-04-12","1"
"270572","2022-04-12","0"
"270573","2022-04-12","1"
"270574","2022-04-12","0"
"270575","2022-04-12","1"
"270576","2022-04-12","1"
"270577","2022-04-12","0"
"270578","2022-04-12","1"
"270579","2022-04-12","1"
"270580","2022-04-12","1"
"270581","2022-04-12","1"
"270582","2022-04-12","0"
"270583","2022-04-12","1"
"270584","2022-04-12","1"
"270585","2022-04-12","1"
"270586","2022-04-12","1"
"270587","2022-04-12","0"
"270588","2022-04-12","0"
"270589","2022-04-12","1"
"270590","2022-04-12","1"
"270591","2022-04-12","0"
"270592","2022-04-12","1"
"270593","2022-04-12","0"
"270594","2022-04-12","0"
"270595","2022-04-12","0"
"270596","2022-04-12","1"
"270597","2022-04-12","1"
"270598","2022-04-12","0"
"270599","2022-04-12","1"
"270600","2022-04-12","1"
"270601","2022-04-12","1"
"270602","2022-04-12","1"
"270603","2022-04-12","1"
"270604","2022-04-12","0"
"270605","2022-04-12","0"
"270606","2022-04-12","1"
"270607","2022-04-12","1"
"270608","2022-04-12","0"
"270609","2022-04-12","0"
"270610","2022-04-12","0"
"270611","2022-04-12","1"
"270612","2022-04-12","1"
"270613","2022-04-12","0"
"270614","2022-04-13","0"
"270615","2022-04-13","1"
"270616","2022-04-13","1"
"270617","2022-04-13","1"
"270618","2022-04-13","0"
"270619","2022-04-13","1"
"270620","2022-04-13","0"
"270621","2022-04-13","1"
"270622","2022-04-13","1"
"270623","2022-04-13","0"
"270624","2022-04-13","1"
"270625","2022-04-13","0"
"270626","2022-04-13","0"
"270627","2022-04-13","0"
"270628","2022-04-13","0"
"270629","2022-04-13","1"
"270630","2022-04-13","0"
"270631","2022-04-13","0"
"270632","2022-04-13","0"
"270633","2022-04-13","1"
"270634","2022-04-13","0"
"270635","2022-04-13","1"
"270636","2022-04-13","0"
"270637","2022-04-13","1"
"270638","2022-04-13","1"
"270639","2022-04-13","1"
"270640","2022-04-13","1"
"270641","2022-04-13","1"
"270642","2022-04-13","0"
"270643","2022-04-13","1"
"270644","2022-04-13","0"
"270645","2022-04-13","0"
"270646","2022-04-13","1"
"270647","2022-04-13","0"
"270648","2022-04-13","1"
"270649","2022-04-13","1"
"270650","2022-04-13","1"
"270651","2022-04-13","0"
"270652","2022-04-13","0"
"270653","2022-04-13","1"
"270654","2022-04-13","1"
"270655","2022-04-13","0"
"270656","2022-04-13","0"
"270657","2022-04-13","0"
"270658","2022-04-13","1"
"270659","2022-04-13","1"
"270660","2022-04-13","1"
"270661","2022-04-13","0"
"270662","2022-04-13","0"
"270663","2022-04-13","0"
"270664","2022-04-13","0"
"270665","2022-04-13","0"
"270666","2022-04-13","1"
"270667","2022-04-13","1"
"270668","2022-04-13","1"
"270669","2022-04-13","0"
"270670","2022-04-13","1"
"270671","2022-04-13","1"
"270672","2022-04-13","0"
"270673","2022-04-13","1"
"270676","2022-04-13","1"
"270677","2022-04-13","1"
"270678","2022-04-13","1"
"270679","2022-04-13","1"
"270680","2022-04-13","0"
"270681","2022-04-13","1"
"270682","2022-04-13","0"
"270683","2022-04-13","1"
"270684","2022-04-13","1"
"270685","2022-04-13","0"
"270686","2022-04-13","0"
"270687","2022-04-13","0"
"270688","2022-04-13","0"
"270689","2022-04-13","1"
"270690","2022-04-13","1"
"270691","2022-04-13","0"
"270692","2022-04-13","0"
"270693","2022-04-13","0"
"270694","2022-04-13","0"
"270695","2022-04-13","0"
"270696","2022-04-13","0"
"270697","2022-04-13","1"
"270698","2022-04-13","1"
"270699","2022-04-13","0"
"270700","2022-04-13","1"
"270701","2022-04-13","0"
"270702","2022-04-13","0"
"270703","2022-04-13","1"
"270704","2022-04-13","1"
"270705","2022-04-13","1"
"270706","2022-04-13","1"
"270707","2022-04-13","1"
"270708","2022-04-13","1"
"270709","2022-04-13","0"
"270710","2022-04-13","1"
"270711","2022-04-13","1"
"270712","2022-04-13","0"
"270713","2022-04-13","1"
"270714","2022-04-13","0"
"270715","2022-04-13","0"
"270716","2022-04-13","0"
"270717","2022-04-13","0"
"270718","2022-04-13","1"
"270719","2022-04-13","0"
"270720","2022-04-13","0"
"270721","2022-04-13","0"
"270722","2022-04-13","1"
"270723","2022-04-13","0"
"270724","2022-04-13","0"
"270725","2022-04-13","1"
"270726","2022-04-13","0"
"270727","2022-04-13","0"
"270728","2022-04-13","0"
"270729","2022-04-13","0"
"270730","2022-04-13","0"
"270731","2022-04-13","0"
"270732","2022-04-13","0"
"270733","2022-04-13","0"
"270734","2022-04-13","1"
"270735","2022-04-13","0"
"270736","2022-04-13","1"
"270737","2022-04-13","0"
"270738","2022-04-13","1"
"270739","2022-04-13","1"
"270740","2022-04-13","1"
"270741","2022-04-13","0"
"270742","2022-04-13","0"
"270743","2022-04-13","0"
"270744","2022-04-14","1"
"270745","2022-04-14","0"
"270746","2022-04-14","0"
"270747","2022-04-14","0"
"270748","2022-04-14","0"
"270749","2022-04-14","0"
"270750","2022-04-14","1"
"270751","2022-04-14","0"
"270752","2022-04-14","0"
"270753","2022-04-14","0"
"270754","2022-04-14","0"
"270755","2022-04-14","1"
"270756","2022-04-14","1"
"270757","2022-04-14","0"
"270758","2022-04-14","1"
"270759","2022-04-14","1"
"270760","2022-04-14","1"
"270761","2022-04-14","0"
"270762","2022-04-14","0"
"270763","2022-04-14","0"
"270764","2022-04-14","0"
"270765","2022-04-14","0"
"270766","2022-04-14","1"
"270767","2022-04-14","1"
"270768","2022-04-14","0"
"270769","2022-04-14","0"
"270770","2022-04-14","0"
"270771","2022-04-14","1"
"270772","2022-04-14","1"
"270773","2022-04-14","1"
"270774","2022-04-14","0"
"270775","2022-04-14","1"
"270776","2022-04-14","1"
"270777","2022-04-14","0"
"270778","2022-04-14","0"
"270779","2022-04-14","1"
"270780","2022-04-14","1"
"270781","2022-04-14","1"
"270782","2022-04-14","0"
"270783","2022-04-14","1"
"270784","2022-04-14","1"
"270785","2022-04-14","0"
"270786","2022-04-14","1"
"270787","2022-04-14","1"
"270788","2022-04-14","0"
"270789","2022-04-14","0"
"270790","2022-04-14","1"
"270791","2022-04-14","0"
"270792","2022-04-14","1"
"270793","2022-04-14","1"
"270794","2022-04-14","0"
"270795","2022-04-14","1"
"270796","2022-04-14","0"
"270797","2022-04-14","1"
"270798","2022-04-14","0"
"270799","2022-04-14","1"
"270800","2022-04-14","0"
"270801","2022-04-14","1"
"270802","2022-04-14","1"
"270803","2022-04-14","1"
"270804","2022-04-14","0"
"270805","2022-04-14","1"
"270806","2022-04-14","1"
"270807","2022-04-14","1"
"270808","2022-04-14","0"
"270809","2022-04-14","1"
"270810","2022-04-14","0"
"270811","2022-04-14","1"
"270812","2022-04-14","1"
"270813","2022-04-14","1"
"270814","2022-04-14","1"
"270815","2022-04-14","1"
"270816","2022-04-14","0"
"270817","2022-04-14","1"
"270818","2022-04-14","0"
"270819","2022-04-14","1"
"270820","2022-04-14","1"
"270821","2022-04-14","1"
